chr	gene_id	gene_symbol	P-value	Zscore	Direction	regulation	heterogeneity_I_squared	heterogeneity_Chi_squared	heterogeneity_degrees_of_freedom_squared	heterogeneity_P-value
19	ENSG00000174886	NDUFA11	0.002797	-2.989	--	Not differentially expressed	86.8	7.587	1	0.005878
19	ENSG00000269058	CALR3	0.8835	-0.146	-0	Not differentially expressed	0.0	0.032	1	0.8582
1	ENSG00000230863	AL137803.1	0.2323	1.194	++	Not differentially expressed	0.0	0.717	1	0.397
1	ENSG00000230231	FMO7P	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
1	ENSG00000171603	CLSTN1	0.02366	-2.263	--	Not differentially expressed	0.0	0.408	1	0.5231
10	ENSG00000095637	SORBS1	8.758e-08	5.351	++	Upregulated in AD	85.6	6.96	1	0.008333
19	ENSG00000269242	AC010422.3	0.03	-2.17	--	Not differentially expressed	81.5	5.392	1	0.02023
9	ENSG00000136807	CDK9	0.001789	-3.123	--	Not differentially expressed	89.4	9.452	1	0.002109
12	ENSG00000089250	NOS1	0.1274	-1.525	--	Not differentially expressed	39.7	1.657	1	0.1979
20	ENSG00000101280	ANGPT4	0.9805	0.024	-+	Not differentially expressed	68.0	3.128	1	0.07696
3	ENSG00000144771	LRTM1	0.009227	2.604	++	Not differentially expressed	74.1	3.856	1	0.04956
4	ENSG00000087266	SH3BP2	0.01016	2.57	++	Not differentially expressed	0.0	0.002	1	0.9687
6	ENSG00000217684	RPS3AP24	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
19	ENSG00000213988	ZNF90	0.9701	0.038	-+	Not differentially expressed	0.0	0.063	1	0.8021
20	ENSG00000101447	FAM83D	0.7014	-0.383	+-	Not differentially expressed	34.9	1.537	1	0.215
5	ENSG00000113575	PPP2CA	0.01192	-2.515	--	Not differentially expressed	51.0	2.041	1	0.1532
2	ENSG00000079785	DDX1	0.03516	-2.106	--	Not differentially expressed	0.0	0.928	1	0.3353
1	ENSG00000117016	RIMS3	0.09395	-1.675	--	Not differentially expressed	31.0	1.449	1	0.2287
1	ENSG00000197617	VN1R5	0.2869	1.065	++	Not differentially expressed	0.0	0.018	1	0.8938
11	ENSG00000270435	AC068733.2	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
5	ENSG00000154124	OTULIN	0.001063	3.273	++	Not differentially expressed	87.8	8.194	1	0.004203
X	ENSG00000187682	ERAS	0.0006896	-3.394	--	Not differentially expressed	93.0	14.21	1	0.0001635
14	ENSG00000176253	OR4K13	0.6372	-0.472	-+	Not differentially expressed	79.8	4.94	1	0.02625
1	ENSG00000198857	HSD3BP5	0.6201	-0.496	+-	Not differentially expressed	9.5	1.105	1	0.2932
7	ENSG00000227182	VN1R28P	0.6799	0.413	+0	Not differentially expressed	0.0	0.253	1	0.6149
16	ENSG00000140750	ARHGAP17	0.3014	1.033	-+	Not differentially expressed	71.9	3.557	1	0.05928
11	ENSG00000180988	OR52N2	0.9103	-0.113	-0	Not differentially expressed	0.0	0.019	1	0.8907
19	ENSG00000131848	ZSCAN5A	0.02291	-2.275	-+	Not differentially expressed	91.7	12.012	1	0.0005285
17	ENSG00000141741	MIEN1	0.8013	-0.252	-+	Not differentially expressed	0.0	0.634	1	0.4257
10	ENSG00000189319	FAM53B	0.2549	1.139	-+	Not differentially expressed	72.6	3.652	1	0.056
1	ENSG00000179178	TMEM125	0.0182	-2.361	-+	Not differentially expressed	90.5	10.562	1	0.001154
6	ENSG00000204482	LST1	0.5197	0.644	-+	Not differentially expressed	66.1	2.953	1	0.08574
2	ENSG00000138050	THUMPD2	0.7579	-0.308	+-	Not differentially expressed	0.0	0.957	1	0.3278
13	ENSG00000179611	DGKZP1	0.9381	-0.078	-+	Not differentially expressed	0.0	0.015	1	0.904
14	ENSG00000278342	AL133373.1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
11	ENSG00000222578	RNA5SP345	0.5789	0.555	+0	Not differentially expressed	0.0	0.458	1	0.4985
12	ENSG00000258204	AC008126.1	0.7538	-0.314	--	Not differentially expressed	0.0	0.07	1	0.7915
8	ENSG00000022567	SLC45A4	0.883	0.147	+-	Not differentially expressed	0.0	0.958	1	0.3278
2	ENSG00000128655	PDE11A	0.1161	1.572	-+	Not differentially expressed	77.9	4.528	1	0.03334
4	ENSG00000047315	POLR2B	0.8125	-0.237	+-	Not differentially expressed	78.8	4.722	1	0.02978
7	ENSG00000227436	FCF1P1	0.6327	0.478	++	Not differentially expressed	0.0	0.005	1	0.9453
6	ENSG00000198719	DLL1	0.1091	1.602	++	Not differentially expressed	0.0	0.182	1	0.6698
1	ENSG00000232908	HSD17B7P1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
3	ENSG00000164087	POC1A	0.6187	-0.498	--	Not differentially expressed	0.0	0.178	1	0.6733
17	ENSG00000167536	DHRS13	0.9499	0.063	-+	Not differentially expressed	32.8	1.487	1	0.2226
20	ENSG00000101191	DIDO1	0.3269	0.98	-+	Not differentially expressed	15.4	1.181	1	0.2771
7	ENSG00000234457	AC006960.1	0.6946	-0.393	-0	Not differentially expressed	0.0	0.229	1	0.6321
6	ENSG00000237669	AL671277.2	0.5055	0.666	+0	Not differentially expressed	0.0	0.659	1	0.4167
19	ENSG00000104812	GYS1	0.5068	-0.664	-+	Not differentially expressed	77.0	4.355	1	0.0369
14	ENSG00000119714	GPR68	0.2797	-1.081	-+	Not differentially expressed	81.3	5.353	1	0.02068
7	ENSG00000186472	PCLO	0.006834	-2.705	--	Not differentially expressed	0.0	0.918	1	0.3379
8	ENSG00000104687	GSR	0.09007	-1.695	--	Not differentially expressed	13.3	1.154	1	0.2827
20	ENSG00000124193	SRSF6	0.2293	1.202	++	Not differentially expressed	0.0	0.35	1	0.5539
17	ENSG00000167434	CA4	0.0008723	-3.329	--	Not differentially expressed	0.0	0.519	1	0.4713
5	ENSG00000251050	AC112184.1	0.7065	0.377	-+	Not differentially expressed	0.0	0.552	1	0.4574
19	ENSG00000160014	CALM3	0.001356	-3.204	--	Not differentially expressed	0.0	0.456	1	0.4996
2	ENSG00000231747	AC079922.1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
3	ENSG00000169981	ZNF35	0.02068	2.314	+-	Not differentially expressed	87.7	8.104	1	0.004417
11	ENSG00000149548	CCDC15	0.5741	0.562	-+	Not differentially expressed	60.2	2.515	1	0.1127
1	ENSG00000238087	FMO8P	0.7345	-0.339	-0	Not differentially expressed	0.0	0.171	1	0.6791
10	ENSG00000265203	RBP3	0.1601	-1.405	--	Not differentially expressed	34.5	1.526	1	0.2167
15	ENSG00000104043	ATP8B4	0.1477	-1.448	-+	Not differentially expressed	70.3	3.369	1	0.06643
17	ENSG00000108825	PTGES3L-AARSD1	0.04723	-1.984	--	Not differentially expressed	0.0	0.034	1	0.8537
10	ENSG00000274242	AL354976.1	0.9654	-0.043	0-	Not differentially expressed	0.0	0.001	1	0.9716
2	ENSG00000233751	AC104772.2	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
4	ENSG00000047365	ARAP2	0.3503	0.934	++	Not differentially expressed	0.0	0.578	1	0.4471
9	ENSG00000136908	DPM2	0.1804	-1.34	-+	Not differentially expressed	72.1	3.583	1	0.05836
2	ENSG00000088179	PTPN4	0.297	-1.043	+-	Not differentially expressed	49.9	1.996	1	0.1577
20	ENSG00000180383	DEFB124	0.745	-0.325	-0	Not differentially expressed	0.0	0.157	1	0.6916
13	ENSG00000236860	RPL39P29	0.8596	-0.177	0-	Not differentially expressed	0.0	0.021	1	0.8847
1	ENSG00000171180	OR2M4	0.1684	-1.377	--	Not differentially expressed	60.1	2.507	1	0.1134
14	ENSG00000151327	FAM177A1	0.0614	-1.871	--	Not differentially expressed	78.4	4.64	1	0.03123
1	ENSG00000143515	ATP8B2	0.06757	1.828	++	Not differentially expressed	39.3	1.648	1	0.1992
6	ENSG00000203872	C6orf163	0.7263	-0.35	--	Not differentially expressed	0.0	0.01	1	0.9187
6	ENSG00000227262	HCG4B	0.7095	-0.372	-0	Not differentially expressed	0.0	0.206	1	0.6496
20	ENSG00000226094	RPL7P3	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
11	ENSG00000244242	IFITM10	0.07516	-1.78	--	Not differentially expressed	0.0	0.04	1	0.8408
16	ENSG00000124074	ENKD1	0.2311	-1.198	-+	Not differentially expressed	58.4	2.405	1	0.1209
8	ENSG00000249889	ALG1L11P	0.8538	0.184	-+	Not differentially expressed	38.0	1.613	1	0.204
12	ENSG00000135454	B4GALNT1	0.4533	-0.75	+-	Not differentially expressed	33.2	1.498	1	0.221
20	ENSG00000125531	FNDC11	0.0003069	3.609	++	Not differentially expressed	92.4	13.204	1	0.0002794
1	ENSG00000163435	ELF3	0.5254	-0.635	-+	Not differentially expressed	68.4	3.169	1	0.07505
2	ENSG00000205716	FAM183DP	0.6519	0.451	+0	Not differentially expressed	0.0	0.303	1	0.5822
5	ENSG00000169247	SH3TC2	0.7234	-0.354	-+	Not differentially expressed	78.6	4.664	1	0.0308
1	ENSG00000121486	TRMT1L	0.9482	0.065	-+	Not differentially expressed	0.0	0.013	1	0.9096
17	ENSG00000129255	MPDU1	0.08415	1.727	++	Not differentially expressed	0.0	0.298	1	0.5851
2	ENSG00000261522	AL845331.3	0.09132	-1.688	--	Not differentially expressed	0.0	0.05	1	0.8226
14	ENSG00000092068	SLC7A8	0.05564	-1.914	--	Not differentially expressed	0.0	0.049	1	0.8246
4	ENSG00000138698	RAP1GDS1	0.001877	-3.109	--	Not differentially expressed	38.5	1.627	1	0.2021
6	ENSG00000216813	AL358178.1	0.5142	0.652	0+	Not differentially expressed	0.0	0.286	1	0.5927
10	ENSG00000278830	AL355493.4	0.8594	0.177	+0	Not differentially expressed	0.0	0.047	1	0.8289
17	ENSG00000267023	LRRC37A16P	0.3979	0.845	-+	Not differentially expressed	50.1	2.003	1	0.157
3	ENSG00000240489	SETP14	0.5717	0.566	+0	Not differentially expressed	0.0	0.476	1	0.4903
10	ENSG00000155256	ZFYVE27	0.0004634	-3.501	--	Not differentially expressed	23.8	1.313	1	0.2518
19	ENSG00000170889	RPS9	0.6375	-0.471	-+	Not differentially expressed	89.8	9.788	1	0.001757
8	ENSG00000133863	TEX15	0.01635	2.401	++	Not differentially expressed	86.2	7.225	1	0.00719
9	ENSG00000231810	RPL36AP35	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
1	ENSG00000228626	AC245100.3	0.531	-0.626	-0	Not differentially expressed	0.0	0.584	1	0.4448
X	ENSG00000257529	RPL36A-HNRNPH2	0.904	-0.121	-+	Not differentially expressed	0.0	0.033	1	0.8568
2	ENSG00000170340	B3GNT2	0.214	1.243	+-	Not differentially expressed	70.5	3.388	1	0.06567
9	ENSG00000236680	AL356000.1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
X	ENSG00000228232	GAPDHP1	0.8102	-0.24	-0	Not differentially expressed	0.0	0.086	1	0.7696
1	ENSG00000116661	FBXO2	0.002001	3.09	++	Not differentially expressed	92.0	12.576	1	0.0003907
7	ENSG00000154978	VOPP1	0.9372	-0.079	-+	Not differentially expressed	0.0	0.108	1	0.7422
6	ENSG00000216781	AL138885.1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
2	ENSG00000169618	PROKR1	0.0006139	3.425	+0	Not differentially expressed	94.3	17.453	1	2.944e-05
17	ENSG00000125454	SLC25A19	0.7221	-0.356	-+	Not differentially expressed	20.6	1.259	1	0.2618
7	ENSG00000186645	SPDYE17	0.04465	-2.008	-+	Not differentially expressed	88.3	8.557	1	0.003443
1	ENSG00000117475	BLZF1	0.2323	-1.195	--	Not differentially expressed	0.0	0.197	1	0.6568
17	ENSG00000182612	TSPAN10	0.979	-0.026	-+	Not differentially expressed	79.6	4.904	1	0.02679
18	ENSG00000122490	PQLC1	0.0007443	-3.373	--	Not differentially expressed	28.1	1.39	1	0.2383
10	ENSG00000138303	ASCC1	0.001483	3.178	++	Not differentially expressed	0.0	0.0	1	0.9989
12	ENSG00000213470	AC073594.1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
17	ENSG00000075429	CACNG5	0.9373	0.079	+-	Not differentially expressed	80.6	5.162	1	0.02308
17	ENSG00000126353	CCR7	0.8235	0.223	-+	Not differentially expressed	70.7	3.409	1	0.06484
21	ENSG00000243646	IL10RB	0.5212	0.641	-+	Not differentially expressed	43.6	1.774	1	0.1829
X	ENSG00000225046	AL035423.1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
15	ENSG00000278603	AC245033.3	0.7343	-0.339	-0	Not differentially expressed	0.0	0.171	1	0.6789
5	ENSG00000205976	AC091951.1	0.7711	0.291	+0	Not differentially expressed	0.0	0.126	1	0.7227
1	ENSG00000235673	AL929472.4	0.8912	-0.137	-0	Not differentially expressed	0.0	0.028	1	0.8675
1	ENSG00000133067	LGR6	0.009749	2.585	++	Not differentially expressed	52.1	2.089	1	0.1484
21	ENSG00000160294	MCM3AP	0.009481	-2.594	--	Not differentially expressed	81.4	5.383	1	0.02033
9	ENSG00000225893	AL136231.1	0.82	-0.228	-+	Not differentially expressed	0.0	0.184	1	0.6676
1	ENSG00000234441	AC105272.1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
22	ENSG00000206140	TMEM191C	0.0001043	-3.88	--	Not differentially expressed	80.7	5.184	1	0.0228
19	ENSG00000268794	VN1R90P	0.534	-0.622	-0	Not differentially expressed	0.0	0.575	1	0.4481
19	ENSG00000170604	IRF2BP1	0.1056	-1.618	+-	Not differentially expressed	64.0	2.781	1	0.09536
22	ENSG00000215478	CES5AP1	0.112	-1.589	--	Not differentially expressed	60.5	2.531	1	0.1116
18	ENSG00000243303	AC103987.1	0.8731	-0.16	-0	Not differentially expressed	0.0	0.038	1	0.8455
9	ENSG00000107018	RLN1	0.8441	0.197	-+	Not differentially expressed	0.0	0.302	1	0.5828
14	ENSG00000254395	IGHV4-55	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
20	ENSG00000213950	RPS10P2	0.5883	0.541	++	Not differentially expressed	0.0	0.027	1	0.8706
1	ENSG00000225447	RPS15AP10	0.6168	0.5	+-	Not differentially expressed	0.0	0.514	1	0.4732
17	ENSG00000177294	FBXO39	0.3094	1.017	++	Not differentially expressed	0.0	0.303	1	0.5821
10	ENSG00000120029	ARMH3	0.6294	0.483	-+	Not differentially expressed	0.0	0.589	1	0.4427
22	ENSG00000128274	A4GALT	1.109e-05	4.395	++	Not differentially expressed	72.7	3.658	1	0.05581
12	ENSG00000167548	KMT2D	0.7413	0.33	++	Not differentially expressed	0.0	0.004	1	0.9493
5	ENSG00000225364	ATP6V0E1P1	0.276	1.089	++	Not differentially expressed	0.0	0.296	1	0.5866
5	ENSG00000113140	SPARC	9.458e-08	5.337	++	Upregulated in AD	67.9	3.119	1	0.07741
1	ENSG00000235869	Z99127.2	0.6759	-0.418	--	Not differentially expressed	0.0	0.031	1	0.8602
15	ENSG00000259186	MRPS15P1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
5	ENSG00000279686	AC142391.1	0.5862	0.544	+0	Not differentially expressed	0.0	0.441	1	0.5067
19	ENSG00000197857	ZNF44	0.05449	-1.923	--	Not differentially expressed	81.3	5.338	1	0.02086
12	ENSG00000067182	TNFRSF1A	2.716e-05	4.196	++	Not differentially expressed	45.4	1.831	1	0.1761
17	ENSG00000261499	AC233699.1	0.4612	-0.737	--	Not differentially expressed	0.0	0.03	1	0.8634
4	ENSG00000285713	AC098588.1	0.436	0.779	++	Not differentially expressed	0.0	0.301	1	0.583
16	ENSG00000088682	COQ9	0.0351	-2.107	--	Not differentially expressed	12.1	1.137	1	0.2862
17	ENSG00000154263	ABCA10	0.03669	-2.089	--	Not differentially expressed	0.0	0.322	1	0.5703
7	ENSG00000205482	SPDYE18	0.006111	-2.742	--	Not differentially expressed	88.7	8.844	1	0.00294
22	ENSG00000249680	TUBA3GP	0.8858	-0.144	-0	Not differentially expressed	0.0	0.031	1	0.8609
X	ENSG00000171657	GPR82	0.5461	0.604	-+	Not differentially expressed	54.1	2.177	1	0.1401
2	ENSG00000197223	C1D	0.1481	-1.446	--	Not differentially expressed	0.0	0.001	1	0.9758
9	ENSG00000225639	PGAM1P2	0.7759	-0.285	-0	Not differentially expressed	0.0	0.121	1	0.7285
22	ENSG00000130943	PKDREJ	0.7711	0.291	-+	Not differentially expressed	0.0	0.25	1	0.6171
3	ENSG00000173193	PARP14	8.01e-05	3.944	++	Not differentially expressed	0.0	0.602	1	0.4379
16	ENSG00000167984	NLRC3	0.3524	0.93	-+	Not differentially expressed	29.0	1.408	1	0.2355
14	ENSG00000184302	SIX6	0.8192	-0.229	-0	Not differentially expressed	0.0	0.078	1	0.7804
17	ENSG00000251537	AC005324.3	0.4619	0.736	-+	Not differentially expressed	0.0	0.488	1	0.4846
14	ENSG00000230157	ATP5MC1P1	0.2883	1.062	+0	Not differentially expressed	40.4	1.677	1	0.1953
15	ENSG00000178741	COX5A	0.01942	-2.337	--	Not differentially expressed	0.0	0.04	1	0.8418
3	ENSG00000248618	ENPP7P3	0.8633	-0.172	0-	Not differentially expressed	0.0	0.02	1	0.8877
17	ENSG00000171246	NPTX1	0.1258	-1.531	--	Not differentially expressed	2.7	1.028	1	0.3106
10	ENSG00000204161	TMEM273	0.3303	0.974	-+	Not differentially expressed	89.4	9.443	1	0.00212
8	ENSG00000155970	MICU3	0.02407	-2.256	--	Not differentially expressed	0.0	0.056	1	0.8134
2	ENSG00000270815	AC019159.1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
MT	ENSG00000198786	MT-ND5	0.1002	-1.644	-+	Not differentially expressed	76.8	4.305	1	0.03801
20	ENSG00000089123	TASP1	3.132e-06	-4.662	--	Downregulated in AD	0.0	0.0	1	0.984
13	ENSG00000176882	AL135901.1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
2	ENSG00000173559	NABP1	0.8985	0.128	-+	Not differentially expressed	60.2	2.511	1	0.1131
12	ENSG00000257336	PRELID2P1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
17	ENSG00000167721	TSR1	0.04491	-2.006	--	Not differentially expressed	0.0	0.001	1	0.9736
11	ENSG00000149289	ZC3H12C	0.0001804	3.745	++	Not differentially expressed	85.6	6.963	1	0.008319
21	ENSG00000231123	SPATA20P1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
6	ENSG00000172461	FUT9	0.4211	0.805	+-	Not differentially expressed	83.1	5.905	1	0.0151
2	ENSG00000204104	TRAF3IP1	8.88e-05	-3.919	--	Not differentially expressed	55.0	2.22	1	0.1362
9	ENSG00000130707	ASS1	0.8061	0.245	+-	Not differentially expressed	49.8	1.991	1	0.1583
2	ENSG00000144010	TRIM43B	0.6416	-0.465	-0	Not differentially expressed	0.0	0.322	1	0.5702
19	ENSG00000187902	SHISA7	0.001739	-3.131	--	Not differentially expressed	85.1	6.712	1	0.009576
15	ENSG00000136378	ADAMTS7	0.1621	1.398	++	Not differentially expressed	0.0	0.123	1	0.7256
6	ENSG00000204713	TRIM27	0.8028	0.25	+-	Not differentially expressed	0.0	0.346	1	0.5565
X	ENSG00000213695	RPS7P14	0.8654	-0.169	-0	Not differentially expressed	0.0	0.043	1	0.8363
7	ENSG00000233830	EIF4HP1	0.9435	-0.071	-0	Not differentially expressed	0.0	0.007	1	0.9312
20	ENSG00000237068	RPL5P2	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
5	ENSG00000145545	SRD5A1	0.3175	-1.0	--	Not differentially expressed	0.0	0.008	1	0.9295
15	ENSG00000197299	BLM	0.5141	-0.652	--	Not differentially expressed	0.0	0.01	1	0.9202
1	ENSG00000268993	RPL22P6	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
1	ENSG00000172456	FGGY	0.1298	-1.515	-+	Not differentially expressed	84.6	6.515	1	0.0107
10	ENSG00000234017	AC022018.1	0.9672	-0.041	-0	Not differentially expressed	0.0	0.003	1	0.96
19	ENSG00000031823	RANBP3	0.04566	1.998	++	Not differentially expressed	0.0	0.096	1	0.7573
6	ENSG00000218582	GAPDHP63	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
11	ENSG00000182208	MOB2	0.2462	1.16	++	Not differentially expressed	0.0	0.137	1	0.7114
X	ENSG00000228492	RAB11FIP1P1	0.8253	0.221	+-	Not differentially expressed	0.0	0.347	1	0.556
11	ENSG00000166741	NNMT	0.1817	1.336	+-	Not differentially expressed	82.3	5.645	1	0.0175
7	ENSG00000135185	TMEM243	0.05664	1.906	++	Not differentially expressed	79.6	4.909	1	0.02672
5	ENSG00000164438	TLX3	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
1	ENSG00000215887	ZNF859P	0.3103	-1.015	--	Not differentially expressed	0.0	0.251	1	0.6161
15	ENSG00000259494	MRPL46	0.4544	-0.748	--	Not differentially expressed	0.0	0.249	1	0.618
12	ENSG00000258153	HSPE1P4	0.4864	0.696	+0	Not differentially expressed	0.0	0.721	1	0.396
13	ENSG00000224117	PTPN2P2	0.3534	0.928	++	Not differentially expressed	0.0	0.141	1	0.7072
8	ENSG00000175946	KLHL38	0.1798	1.341	++	Not differentially expressed	0.0	0.318	1	0.573
21	ENSG00000197381	ADARB1	0.3758	-0.886	--	Not differentially expressed	0.0	0.007	1	0.935
1	ENSG00000271267	AL353807.4	0.7522	0.316	-+	Not differentially expressed	37.5	1.6	1	0.2059
3	ENSG00000180370	PAK2	0.00139	3.197	++	Not differentially expressed	0.0	0.359	1	0.5492
2	ENSG00000198380	GFPT1	0.1693	-1.374	+-	Not differentially expressed	77.0	4.341	1	0.03721
16	ENSG00000254634	SMG1P6	0.3461	-0.942	+-	Not differentially expressed	0.0	0.666	1	0.4145
9	ENSG00000154529	CNTNAP3B	0.5067	0.664	+-	Not differentially expressed	61.2	2.58	1	0.1082
16	ENSG00000150281	CTF1	0.005591	2.771	++	Not differentially expressed	83.3	5.977	1	0.0145
11	ENSG00000175315	CST6	0.7274	0.349	+0	Not differentially expressed	0.0	0.181	1	0.6707
10	ENSG00000238263	RPL21P88	0.5054	-0.666	-0	Not differentially expressed	0.0	0.66	1	0.4167
8	ENSG00000147642	SYBU	0.2692	-1.105	+-	Not differentially expressed	55.8	2.261	1	0.1327
12	ENSG00000133703	KRAS	0.1095	-1.601	+-	Not differentially expressed	67.4	3.072	1	0.07966
16	ENSG00000166123	GPT2	0.003198	2.948	++	Not differentially expressed	0.0	0.61	1	0.4347
3	ENSG00000177311	ZBTB38	4.167e-05	4.098	++	Not differentially expressed	94.4	17.834	1	2.41e-05
12	ENSG00000179912	R3HDM2	8.846e-05	-3.92	--	Not differentially expressed	62.7	2.681	1	0.1016
3	ENSG00000163576	EFHB	0.6639	-0.435	-+	Not differentially expressed	64.6	2.823	1	0.09293
16	ENSG00000237515	SHISA9	0.8449	0.196	-+	Not differentially expressed	0.0	0.317	1	0.5737
22	ENSG00000188078	AL022313.1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
3	ENSG00000077097	TOP2B	0.003342	-2.934	--	Not differentially expressed	0.0	0.661	1	0.4161
1	ENSG00000169291	SHE	0.00062	3.423	++	Not differentially expressed	0.0	0.05	1	0.8222
19	ENSG00000124444	ZNF576	0.8811	0.15	+-	Not differentially expressed	5.6	1.059	1	0.3034
17	ENSG00000182224	CYB5D1	0.1163	1.57	++	Not differentially expressed	36.1	1.566	1	0.2109
20	ENSG00000149658	YTHDF1	0.5656	0.575	++	Not differentially expressed	0.0	0.237	1	0.6263
8	ENSG00000250483	PPM1AP1	0.02753	-2.204	--	Not differentially expressed	36.8	1.582	1	0.2085
4	ENSG00000168310	IRF2	0.0003065	3.61	++	Not differentially expressed	0.0	0.024	1	0.8757
9	ENSG00000232179	MTATP6P29	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
17	ENSG00000267744	AC022916.3	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
12	ENSG00000135472	FAIM2	0.1174	-1.566	--	Not differentially expressed	0.0	0.009	1	0.9231
6	ENSG00000216523	AL109941.1	0.898	0.128	+0	Not differentially expressed	0.0	0.024	1	0.8758
1	ENSG00000197591	OR11L1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
X	ENSG00000214321	CBX1P4	0.9912	0.011	+0	Not differentially expressed	0.0	0.0	1	0.9892
2	ENSG00000115425	PECR	0.6975	-0.389	-+	Not differentially expressed	0.0	0.338	1	0.5611
14	ENSG00000050130	JKAMP	0.8389	0.203	+-	Not differentially expressed	0.0	0.826	1	0.3633
19	ENSG00000039987	BEST2	0.9194	0.101	-+	Not differentially expressed	11.0	1.124	1	0.2891
1	ENSG00000230828	AL583843.1	0.01479	-2.438	-+	Not differentially expressed	93.1	14.528	1	0.0001381
17	ENSG00000182676	PPP1R27	0.9559	-0.055	-+	Not differentially expressed	0.0	0.862	1	0.3533
19	ENSG00000185761	ADAMTSL5	0.7272	0.349	-+	Not differentially expressed	0.0	0.118	1	0.7317
20	ENSG00000158445	KCNB1	0.09188	-1.686	--	Not differentially expressed	2.6	1.027	1	0.3109
2	ENSG00000163006	CCDC138	0.03659	-2.09	--	Not differentially expressed	83.0	5.897	1	0.01517
1	ENSG00000116678	LEPR	9.585e-10	6.116	++	Upregulated in AD	94.5	18.34	1	1.848e-05
