gene_name	Annese_et_al	Magistry_et_al	Luo_et_al	van_Rooij_et_al	upregulated_count	downregulated_count
FOSL2-AS1	upregulated	missing	missing	upregulated	2	0
FOXC2-AS1	missing	missing	upregulated	upregulated	2	0
FOXCUT	missing	missing	missing	upregulated	1	0
FOXD1-AS1	missing	missing	upregulated	missing	1	0
FOXD2-AS1	missing	missing	upregulated	upregulated	2	0
FOXF2-DT	missing	missing	missing	upregulated	1	0
FOXG1-AS1	missing	missing	upregulated	missing	1	0
FOXJ1	missing	downregulated	upregulated	upregulated	2	1
FOXL2NB	missing	missing	downregulated	upregulated	1	1
FOXM1	missing	missing	missing	downregulated	0	1
FOXN2	upregulated	missing	missing	missing	1	0
FOXN3-AS2	upregulated	missing	missing	upregulated	2	0
FOXO3B	missing	missing	downregulated	missing	0	1
FOXO4	upregulated	missing	missing	missing	1	0
FOXO6-AS1	missing	missing	downregulated	missing	0	1
FOXP2	missing	missing	upregulated	missing	1	0
FOXS1	missing	missing	upregulated	missing	1	0
FPGT-TNNI3K	missing	missing	upregulated	missing	1	0
FPR1	upregulated	missing	missing	missing	1	0
FPR3	upregulated	missing	missing	missing	1	0
FRA10AC1	missing	missing	upregulated	missing	1	0
FRAS1	missing	missing	missing	downregulated	0	1
FRAT1	missing	missing	upregulated	missing	1	0
FREM3	downregulated	upregulated	missing	missing	1	1
FRK	downregulated	missing	downregulated	missing	0	2
FRMD4B	upregulated	missing	upregulated	missing	2	0
FRMD5	upregulated	missing	missing	missing	1	0
FRMD6-AS2	missing	missing	missing	upregulated	1	0
FRMPD4-AS1	downregulated	missing	missing	missing	0	1
FRRS1	missing	missing	missing	upregulated	1	0
FRRS1L	downregulated	missing	missing	downregulated	0	2
FRYL	upregulated	missing	upregulated	upregulated	3	0
FRZB	missing	missing	missing	upregulated	1	0
FSCN2	missing	missing	upregulated	missing	1	0
FSIP1	missing	missing	downregulated	missing	0	1
FSIP2-AS2	missing	missing	upregulated	missing	1	0
FST	downregulated	missing	missing	missing	0	1
FSTL4	missing	missing	upregulated	downregulated	1	1
FTL	missing	missing	upregulated	missing	1	0
FUCA1	downregulated	missing	missing	missing	0	1
FUOM	missing	missing	upregulated	missing	1	0
FURIN	missing	missing	upregulated	missing	1	0
FUS	missing	missing	missing	downregulated	0	1
FUT9	missing	missing	upregulated	missing	1	0
FXYD1	missing	missing	upregulated	missing	1	0
FXYD5	upregulated	missing	missing	missing	1	0
FXYD7	missing	missing	missing	downregulated	0	1
FYB1	upregulated	missing	missing	missing	1	0
FYB2	downregulated	missing	missing	missing	0	1
FYCO1	upregulated	missing	missing	downregulated	1	1
FZD1	downregulated	missing	missing	missing	0	1
FZD4-DT	missing	missing	missing	upregulated	1	0
FZD7	missing	missing	downregulated	missing	0	1
FZD9	missing	missing	upregulated	missing	1	0
G3BP1	missing	missing	missing	upregulated	1	0
G3BP2	downregulated	missing	missing	missing	0	1
GAB3	upregulated	missing	missing	missing	1	0
GABARAPL1-AS1	downregulated	missing	downregulated	downregulated	0	3
GABBR1	missing	missing	missing	downregulated	0	1
GABBR2	downregulated	missing	missing	downregulated	0	2
GABRA1	downregulated	missing	missing	downregulated	0	2
GABRA2	downregulated	missing	missing	downregulated	0	2
GABRA3	downregulated	missing	missing	missing	0	1
GABRA4	downregulated	missing	upregulated	downregulated	1	2
GABRA5	downregulated	missing	missing	downregulated	0	2
GABRB2	downregulated	missing	upregulated	downregulated	1	2
GABRB3	downregulated	missing	missing	downregulated	0	2
GABRD	downregulated	missing	upregulated	downregulated	1	2
GABRE	missing	missing	upregulated	missing	1	0
GABRG2	downregulated	missing	missing	downregulated	0	2
GABRQ	downregulated	missing	missing	missing	0	1
GABRR2	upregulated	missing	missing	upregulated	2	0
GAD1	downregulated	missing	missing	downregulated	0	2
GAD2	downregulated	missing	missing	downregulated	0	2
GADD45B	upregulated	missing	missing	missing	1	0
GADD45GIP1	upregulated	missing	downregulated	missing	1	1
GAL3ST1	missing	missing	upregulated	missing	1	0
GAL3ST3	missing	upregulated	missing	missing	1	0
GALNT11	downregulated	missing	missing	downregulated	0	2
GALNT13-AS1	missing	missing	upregulated	missing	1	0
GALNT14	missing	missing	missing	downregulated	0	1
GALNT17	downregulated	missing	missing	downregulated	0	2
GALNT3	missing	missing	missing	upregulated	1	0
GALNT5	downregulated	missing	missing	missing	0	1
GALNT9-AS1	downregulated	missing	missing	downregulated	0	2
GALNTL5	upregulated	missing	missing	upregulated	2	0
GALNTL6	missing	missing	downregulated	missing	0	1
GALNTL6-AS1	missing	missing	missing	downregulated	0	1
GALR1	missing	missing	upregulated	missing	1	0
GAP43	downregulated	missing	missing	downregulated	0	2
GAPDH-DT	missing	missing	missing	downregulated	0	1
GAREM2	missing	missing	downregulated	missing	0	1
GARIN5A	missing	missing	missing	downregulated	0	1
GARNL3	missing	missing	missing	downregulated	0	1
GART	downregulated	missing	missing	downregulated	0	2
GAS2L3	missing	missing	downregulated	missing	0	1
GATA2-AS1	missing	missing	upregulated	upregulated	2	0
GATA6-AS1	missing	missing	missing	upregulated	1	0
GBP1	missing	missing	missing	upregulated	1	0
GBP2	upregulated	missing	missing	upregulated	2	0
GBP3	upregulated	missing	missing	missing	1	0
GBP4	missing	missing	upregulated	missing	1	0
GC	missing	missing	upregulated	missing	1	0
GCAT	missing	missing	missing	downregulated	0	1
GCC2-AS1	missing	missing	upregulated	missing	1	0
GCCD3	missing	missing	upregulated	missing	1	0
GCH1	missing	downregulated	missing	missing	0	1
GCHFR	missing	missing	upregulated	missing	1	0
GCNT2	missing	missing	downregulated	missing	0	1
GCOM1	missing	missing	upregulated	missing	1	0
GDAP1	downregulated	missing	missing	downregulated	0	2
GDAP1L1	missing	missing	missing	downregulated	0	1
GDF15	downregulated	missing	missing	missing	0	1
GDNF	missing	missing	missing	upregulated	1	0
GDPD3	missing	missing	missing	upregulated	1	0
GDPD5	missing	missing	upregulated	missing	1	0
GFAP	missing	missing	upregulated	upregulated	2	0
GFPT2	upregulated	missing	missing	upregulated	2	0
GFRA1	missing	missing	missing	downregulated	0	1
GFRA2	missing	missing	missing	downregulated	0	1
GGCT	missing	missing	missing	downregulated	0	1
GGT7	missing	missing	downregulated	missing	0	1
GHITM	downregulated	missing	missing	downregulated	0	2
GHSR	missing	downregulated	missing	missing	0	1
GIMAP1-GIMAP5	missing	missing	missing	upregulated	1	0
GIMAP2	missing	missing	missing	upregulated	1	0
GIMAP4	upregulated	missing	missing	upregulated	2	0
GIMAP6	missing	missing	missing	upregulated	1	0
GINS3	missing	missing	downregulated	missing	0	1
GIPC3	missing	missing	missing	upregulated	1	0
GIT1	missing	missing	upregulated	missing	1	0
GJA4	upregulated	missing	missing	upregulated	2	0
GJA9-MYCBP	missing	missing	upregulated	missing	1	0
GJB5	missing	missing	upregulated	downregulated	1	1
GJB6	missing	missing	missing	downregulated	0	1
GJD2-DT	missing	missing	missing	downregulated	0	1
GJD3	missing	missing	missing	upregulated	1	0
GKN1	downregulated	missing	missing	missing	0	1
GLB1L2	downregulated	missing	missing	missing	0	1
GLB1L3	missing	missing	missing	downregulated	0	1
GLDC	missing	missing	upregulated	downregulated	1	1
GLI1	missing	missing	upregulated	missing	1	0
GLI2	upregulated	missing	missing	missing	1	0
GLI3	missing	missing	upregulated	missing	1	0
GLIS1	missing	missing	downregulated	missing	0	1
GLIS3-AS1	missing	missing	missing	upregulated	1	0
GLMN	upregulated	upregulated	missing	downregulated	2	1
GLOD4	missing	missing	missing	downregulated	0	1
GLRA3	missing	missing	missing	downregulated	0	1
GLRB	downregulated	missing	missing	downregulated	0	2
GLRX	missing	missing	missing	downregulated	0	1
GLS2	missing	missing	missing	downregulated	0	1
GLT1D1	downregulated	missing	missing	downregulated	0	2
GLTP	upregulated	missing	missing	missing	1	0
GLUD2	missing	missing	upregulated	missing	1	0
GLYCTK-AS1	missing	missing	upregulated	missing	1	0
GMFB	missing	missing	downregulated	missing	0	1
GMNC	missing	missing	missing	upregulated	1	0
GMNN	missing	missing	missing	upregulated	1	0
GMPR	missing	missing	missing	upregulated	1	0
GNA12	upregulated	missing	missing	missing	1	0
GNA13	upregulated	missing	missing	upregulated	2	0
GNAI2	missing	missing	upregulated	missing	1	0
GNAL	missing	missing	missing	downregulated	0	1
GNAS	missing	missing	missing	downregulated	0	1
GNB3	missing	missing	missing	upregulated	1	0
GNB4	upregulated	missing	missing	missing	1	0
GNG11	missing	missing	upregulated	upregulated	2	0
GNG12-AS1	missing	missing	upregulated	downregulated	1	1
GNG13	missing	missing	missing	downregulated	0	1
GNG2	downregulated	missing	missing	downregulated	0	2
GNG3	missing	missing	missing	downregulated	0	1
GNG4	downregulated	missing	missing	downregulated	0	2
GNG8	missing	missing	upregulated	missing	1	0
GNPDA1	downregulated	missing	missing	downregulated	0	2
GNPDA2	missing	missing	upregulated	missing	1	0
GNRH1	missing	missing	missing	upregulated	1	0
GNRH2	missing	missing	downregulated	missing	0	1
GOLGA4-AS1	missing	missing	upregulated	missing	1	0
GOLGA8B	downregulated	missing	missing	missing	0	1
GOLGA8J	missing	missing	downregulated	missing	0	1
GOLIM4	upregulated	missing	missing	missing	1	0
GOLT1A	downregulated	missing	missing	downregulated	0	2
GOLT1B	missing	missing	downregulated	missing	0	1
GOT2	downregulated	missing	missing	downregulated	0	2
GPAT3	downregulated	missing	missing	missing	0	1
GPATCH3	missing	missing	upregulated	missing	1	0
GPC5-AS2	missing	missing	missing	downregulated	0	1
GPCPD1	downregulated	missing	missing	downregulated	0	2
GPD1	downregulated	missing	missing	downregulated	0	2
GPD2	missing	missing	missing	downregulated	0	1
GPER1	missing	missing	missing	upregulated	1	0
GPHN	missing	missing	missing	downregulated	0	1
GPI	missing	missing	missing	downregulated	0	1
GPIHBP1	upregulated	missing	missing	missing	1	0
GPM6A-DT	missing	missing	missing	downregulated	0	1
GPR12	missing	missing	missing	downregulated	0	1
GPR149	missing	upregulated	upregulated	missing	2	0
GPR150	missing	missing	missing	downregulated	0	1
GPR157	downregulated	missing	missing	upregulated	1	1
GPR158-AS1	missing	missing	missing	downregulated	0	1
GPR162	missing	missing	missing	downregulated	0	1
GPR176-DT	missing	missing	missing	downregulated	0	1
GPR179	upregulated	missing	missing	downregulated	1	1
GPR180	missing	missing	upregulated	missing	1	0
GPR20	missing	missing	downregulated	missing	0	1
GPR22	missing	missing	upregulated	downregulated	1	1
GPR26	downregulated	missing	missing	downregulated	0	2
GPR3	missing	missing	downregulated	missing	0	1
GPR35	missing	missing	missing	upregulated	1	0
GPR37	missing	missing	upregulated	missing	1	0
GPR37L1	missing	missing	downregulated	missing	0	1
GPR4	upregulated	missing	missing	upregulated	2	0
GPR6	missing	missing	upregulated	downregulated	1	1
GPR61	downregulated	missing	missing	downregulated	0	2
GPR63	missing	missing	downregulated	missing	0	1
GPR65	upregulated	missing	upregulated	missing	2	0
GPR68	missing	missing	upregulated	downregulated	1	1
GPR78	upregulated	missing	missing	missing	1	0
GPR82	missing	missing	upregulated	missing	1	0
GPR83	downregulated	missing	missing	downregulated	0	2
GPR84-AS1	missing	missing	missing	upregulated	1	0
GPR85	missing	missing	upregulated	missing	1	0
GPRC5B	upregulated	missing	missing	missing	1	0
GPRC5C	missing	missing	downregulated	missing	0	1
GPRIN1	downregulated	missing	missing	downregulated	0	2
GPRIN2	missing	downregulated	missing	downregulated	0	2
GPS2	missing	missing	missing	upregulated	1	0
GPSM1	missing	missing	downregulated	missing	0	1
GPSM2	missing	missing	upregulated	missing	1	0
GPSM3	missing	missing	missing	upregulated	1	0
GPT2	missing	missing	downregulated	missing	0	1
GPX1	missing	missing	upregulated	missing	1	0
GPX3	downregulated	missing	missing	missing	0	1
GPX8	missing	missing	missing	upregulated	1	0
GRAMD1B	downregulated	missing	missing	downregulated	0	2
GRAMD2B	upregulated	missing	missing	missing	1	0
GRB14	missing	missing	upregulated	missing	1	0
GREB1L-DT	downregulated	missing	missing	downregulated	0	2
GREM1-AS1	upregulated	missing	downregulated	missing	1	1
GREM2	missing	missing	missing	downregulated	0	1
GRIA1	downregulated	missing	missing	downregulated	0	2
GRIA2	downregulated	missing	upregulated	downregulated	1	2
GRIA3	downregulated	missing	missing	missing	0	1
GRID2IP	missing	missing	downregulated	missing	0	1
GRIK1-AS1	missing	missing	downregulated	downregulated	0	2
GRIK3	upregulated	missing	missing	missing	1	0
GRIK5	missing	missing	missing	downregulated	0	1
GRIN2A	downregulated	missing	missing	downregulated	0	2
GRIN2B	downregulated	missing	missing	downregulated	0	2
GRIN2D	missing	missing	downregulated	downregulated	0	2
GRIN3A	missing	missing	missing	downregulated	0	1
GRIN3B	missing	missing	downregulated	missing	0	1
GRINA	missing	missing	upregulated	downregulated	1	1
GRK3	downregulated	missing	missing	downregulated	0	2
GRK7	missing	upregulated	missing	missing	1	0
GRM1	downregulated	missing	missing	downregulated	0	2
GRM2	missing	missing	missing	downregulated	0	1
GRM4	upregulated	missing	missing	downregulated	1	1
GRM5-AS1	missing	missing	missing	downregulated	0	1
GRM7-AS1	downregulated	missing	missing	downregulated	0	2
GRM8-AS1	missing	missing	missing	downregulated	0	1
GSDMD	missing	missing	missing	upregulated	1	0
GSE1	missing	missing	upregulated	missing	1	0
GSG1L	missing	missing	missing	downregulated	0	1
GSK3B-DT	missing	missing	missing	downregulated	0	1
GSTA4	downregulated	missing	missing	downregulated	0	2
GSTZ1	missing	missing	missing	downregulated	0	1
GTDC1	missing	missing	upregulated	missing	1	0
GTF2F1	missing	missing	missing	downregulated	0	1
GTF2H5	missing	missing	missing	downregulated	0	1
GTPBP1	missing	missing	upregulated	missing	1	0
GTPBP10	missing	missing	upregulated	missing	1	0
GTPBP4	missing	upregulated	downregulated	missing	1	1
GUCA1ANB-GUCA1A	downregulated	missing	missing	missing	0	1
GUCA1C	missing	downregulated	missing	missing	0	1
GUCY1A1	missing	missing	upregulated	missing	1	0
GUCY1B1	downregulated	missing	missing	downregulated	0	2
GUCY2C	missing	missing	missing	downregulated	0	1
GUF1	missing	missing	missing	downregulated	0	1
GULP1	downregulated	missing	missing	upregulated	1	1
GXYLT1	missing	missing	upregulated	missing	1	0
GYG2-AS1	missing	missing	upregulated	missing	1	0
GYPC	upregulated	missing	missing	upregulated	2	0
GYS2	missing	missing	missing	upregulated	1	0
GZMK	missing	missing	missing	upregulated	1	0
GZMM	missing	missing	upregulated	upregulated	2	0
H1-2	missing	missing	upregulated	missing	1	0
H1-5	upregulated	missing	upregulated	missing	2	0
H1-9P	upregulated	missing	missing	missing	1	0
H19	upregulated	missing	missing	missing	1	0
H2AC12	missing	missing	upregulated	missing	1	0
H2AC13	missing	missing	upregulated	missing	1	0
H2AC18	missing	missing	upregulated	missing	1	0
H2AC20	missing	missing	upregulated	missing	1	0
H2AC25	missing	missing	downregulated	missing	0	1
H2AC4	missing	missing	upregulated	missing	1	0
H2AC8	missing	missing	upregulated	missing	1	0
H2BC11	missing	missing	upregulated	upregulated	2	0
H2BC12L	missing	missing	downregulated	missing	0	1
H2BC15	missing	missing	downregulated	missing	0	1
H2BC7	missing	missing	upregulated	missing	1	0
H3-3A	missing	missing	downregulated	missing	0	1
H3-7	missing	missing	upregulated	missing	1	0
H3C1	missing	missing	upregulated	missing	1	0
H3C10	missing	missing	downregulated	missing	0	1
H3C7	upregulated	missing	missing	missing	1	0
H4C3	missing	missing	downregulated	missing	0	1
H4C5	downregulated	missing	missing	missing	0	1
H4C6	missing	missing	upregulated	missing	1	0
H4C8	missing	missing	upregulated	missing	1	0
H4C9	missing	missing	upregulated	missing	1	0
HAGH	downregulated	missing	missing	missing	0	1
HAMP	upregulated	missing	missing	missing	1	0
HAPLN1	downregulated	missing	downregulated	downregulated	0	3
HAPLN2	upregulated	missing	missing	missing	1	0
HAPLN3	missing	missing	missing	upregulated	1	0
HAR1A	downregulated	missing	missing	missing	0	1
HARS1	missing	missing	missing	downregulated	0	1
HAUS3	missing	missing	upregulated	missing	1	0
HAUS5-DT	upregulated	missing	missing	missing	1	0
HAVCR2	upregulated	missing	missing	missing	1	0
HBP1	missing	missing	missing	upregulated	1	0
HBQ1	missing	missing	upregulated	missing	1	0
HCFC1R1	missing	missing	downregulated	missing	0	1
HCLS1	upregulated	missing	missing	missing	1	0
HCN1	downregulated	missing	upregulated	downregulated	1	2
HCN4	missing	missing	upregulated	missing	1	0
HDAC1	missing	missing	missing	upregulated	1	0
HDAC9	missing	missing	missing	upregulated	1	0
HDGFL1	missing	missing	missing	upregulated	1	0
HDX	missing	missing	upregulated	missing	1	0
HEBP2	missing	missing	missing	upregulated	1	0
HECA	missing	missing	missing	upregulated	1	0
HECTD2-AS1	missing	missing	upregulated	missing	1	0
HECW1-IT1	missing	missing	missing	downregulated	0	1
HELB	missing	missing	downregulated	upregulated	1	1
HELZ2	upregulated	missing	missing	missing	1	0
HEMK1	missing	missing	downregulated	missing	0	1
HENMT1	missing	missing	missing	downregulated	0	1
HERC2P2	upregulated	missing	missing	missing	1	0
HERC2P3	upregulated	missing	missing	missing	1	0
HERC4	missing	missing	upregulated	missing	1	0
HERC5	missing	missing	missing	upregulated	1	0
HERPUD1	missing	missing	missing	upregulated	1	0
HERV.E-PTN	missing	missing	upregulated	downregulated	1	1
HES5	missing	missing	downregulated	missing	0	1
HES6	missing	missing	upregulated	missing	1	0
HEXIM1	missing	missing	upregulated	missing	1	0
HEXIM2-AS1	missing	missing	downregulated	missing	0	1
HEY2-AS1	missing	missing	missing	upregulated	1	0
HEYL	upregulated	missing	missing	missing	1	0
HFM1	missing	missing	upregulated	missing	1	0
HGFAC	missing	missing	downregulated	missing	0	1
HHAT	missing	missing	missing	downregulated	0	1
HIC1	upregulated	missing	missing	upregulated	2	0
HIF3A	upregulated	missing	missing	upregulated	2	0
HIGD1A	downregulated	missing	missing	downregulated	0	2
