gene_symbol,gene_id,is_upregulated_in_AD,brain_region,study,quality_assessment
KPNA2,NA,FALSE,superior temporal gyrus ,Das et al.,2
ZNF10,NA,FALSE,superior temporal gyrus ,Das et al.,2
ASB8,NA,FALSE,superior temporal gyrus ,Das et al.,2
ATXN7L3B,NA,FALSE,superior temporal gyrus ,Das et al.,2
ACADSB,NA,FALSE,superior temporal gyrus ,Das et al.,2
ATP5F1B,NA,FALSE,superior temporal gyrus ,Das et al.,2
EIF4H,NA,FALSE,superior temporal gyrus ,Das et al.,2
MKRN2,NA,FALSE,superior temporal gyrus ,Das et al.,2
DDX1,NA,FALSE,superior temporal gyrus ,Das et al.,2
DCTN2,NA,FALSE,superior temporal gyrus ,Das et al.,2
MAK16,NA,FALSE,superior temporal gyrus ,Das et al.,2
LTN1,NA,FALSE,superior temporal gyrus ,Das et al.,2
PGRMC1,NA,FALSE,superior temporal gyrus ,Das et al.,2
ATP5MC3,NA,FALSE,superior temporal gyrus ,Das et al.,2
PLCXD3,NA,FALSE,superior temporal gyrus ,Das et al.,2
OLA1,NA,FALSE,superior temporal gyrus ,Das et al.,2
TMX3,NA,FALSE,superior temporal gyrus ,Das et al.,2
FAM174A,NA,FALSE,superior temporal gyrus ,Das et al.,2
NSG1,NA,FALSE,superior temporal gyrus ,Das et al.,2
ATAD1,NA,FALSE,superior temporal gyrus ,Das et al.,2
MRPL1,NA,FALSE,superior temporal gyrus ,Das et al.,2
GOT1,NA,FALSE,superior temporal gyrus ,Das et al.,2
NDUFA7,NA,FALSE,superior temporal gyrus ,Das et al.,2
NUDCD3,NA,FALSE,superior temporal gyrus ,Das et al.,2
XRCC5,NA,FALSE,superior temporal gyrus ,Das et al.,2
DNAJC11,NA,FALSE,superior temporal gyrus ,Das et al.,2
SLC35B1,NA,FALSE,superior temporal gyrus ,Das et al.,2
LYRM9,NA,FALSE,superior temporal gyrus ,Das et al.,2
OAT,NA,FALSE,superior temporal gyrus ,Das et al.,2
VSTM2L,NA,FALSE,superior temporal gyrus ,Das et al.,2
PFN2,NA,FALSE,superior temporal gyrus ,Das et al.,2
PHYH,NA,FALSE,superior temporal gyrus ,Das et al.,2
EBNA1BP2,NA,FALSE,superior temporal gyrus ,Das et al.,2
ATG5,NA,FALSE,superior temporal gyrus ,Das et al.,2
ZNF250,NA,FALSE,superior temporal gyrus ,Das et al.,2
NARS,NA,FALSE,superior temporal gyrus ,Das et al.,2
PSMB3,NA,FALSE,superior temporal gyrus ,Das et al.,2
ARMCX5,NA,FALSE,superior temporal gyrus ,Das et al.,2
BDNF,NA,FALSE,superior temporal gyrus ,Das et al.,2
ACTR8,NA,FALSE,superior temporal gyrus ,Das et al.,2
NDFIP1,NA,FALSE,superior temporal gyrus ,Das et al.,2
BEX3,NA,FALSE,superior temporal gyrus ,Das et al.,2
CHP1,NA,FALSE,superior temporal gyrus ,Das et al.,2
MMADHC,NA,FALSE,superior temporal gyrus ,Das et al.,2
ACTR1B,NA,FALSE,superior temporal gyrus ,Das et al.,2
ARCN1,NA,FALSE,superior temporal gyrus ,Das et al.,2
TSPYL5,NA,FALSE,superior temporal gyrus ,Das et al.,2
PITPNA,NA,FALSE,superior temporal gyrus ,Das et al.,2
COPS4,NA,FALSE,superior temporal gyrus ,Das et al.,2
XRCC6,NA,FALSE,superior temporal gyrus ,Das et al.,2
PCDH20,NA,FALSE,superior temporal gyrus ,Das et al.,2
ATP5PB,NA,FALSE,superior temporal gyrus ,Das et al.,2
AFG3L2,NA,FALSE,superior temporal gyrus ,Das et al.,2
ZNF385D,NA,FALSE,superior temporal gyrus ,Das et al.,2
TMEM14A,NA,FALSE,superior temporal gyrus ,Das et al.,2
CAPNS1,NA,FALSE,superior temporal gyrus ,Das et al.,2
FIBP,NA,FALSE,superior temporal gyrus ,Das et al.,2
EXOC1,NA,FALSE,superior temporal gyrus ,Das et al.,2
DNAJB14,NA,FALSE,superior temporal gyrus ,Das et al.,2
ATP5PD,NA,FALSE,superior temporal gyrus ,Das et al.,2
ATP6AP2,NA,FALSE,superior temporal gyrus ,Das et al.,2
PDHA1,NA,FALSE,superior temporal gyrus ,Das et al.,2
EIF6,NA,FALSE,superior temporal gyrus ,Das et al.,2
LCMT1,NA,FALSE,superior temporal gyrus ,Das et al.,2
MAGED1,NA,FALSE,superior temporal gyrus ,Das et al.,2
DNAJA2,NA,FALSE,superior temporal gyrus ,Das et al.,2
PSMB2,NA,FALSE,superior temporal gyrus ,Das et al.,2
UNC13C,NA,FALSE,superior temporal gyrus ,Das et al.,2
MPPED2,NA,FALSE,superior temporal gyrus ,Das et al.,2
PSMC5,NA,FALSE,superior temporal gyrus ,Das et al.,2
DYNC1LI1,NA,FALSE,superior temporal gyrus ,Das et al.,2
KCNS2,NA,FALSE,superior temporal gyrus ,Das et al.,2
SLC19A2,NA,FALSE,superior temporal gyrus ,Das et al.,2
ATP6V0B,NA,FALSE,superior temporal gyrus ,Das et al.,2
MRPL44,NA,FALSE,superior temporal gyrus ,Das et al.,2
TMEM30A,NA,FALSE,superior temporal gyrus ,Das et al.,2
ACSL6,NA,FALSE,superior temporal gyrus ,Das et al.,2
PDE10A,NA,FALSE,superior temporal gyrus ,Das et al.,2
SPTAN1,NA,FALSE,superior temporal gyrus ,Das et al.,2
CCDC43,NA,FALSE,superior temporal gyrus ,Das et al.,2
NHP2,NA,FALSE,superior temporal gyrus ,Das et al.,2
GSTO1,NA,FALSE,superior temporal gyrus ,Das et al.,2
NDUFV1,NA,FALSE,superior temporal gyrus ,Das et al.,2
TXNL1,NA,FALSE,superior temporal gyrus ,Das et al.,2
SELENOF,NA,FALSE,superior temporal gyrus ,Das et al.,2
PSMC3,NA,FALSE,superior temporal gyrus ,Das et al.,2
PCMT1,NA,FALSE,superior temporal gyrus ,Das et al.,2
KLHL11,NA,FALSE,superior temporal gyrus ,Das et al.,2
MRPL54,NA,FALSE,superior temporal gyrus ,Das et al.,2
WDR61,NA,FALSE,superior temporal gyrus ,Das et al.,2
EPRS,NA,FALSE,superior temporal gyrus ,Das et al.,2
MDH1B,NA,FALSE,superior temporal gyrus ,Das et al.,2
GUCY1B1,NA,FALSE,superior temporal gyrus ,Das et al.,2
UAP1,NA,FALSE,superior temporal gyrus ,Das et al.,2
BABAM2,NA,FALSE,superior temporal gyrus ,Das et al.,2
ARL6IP1,NA,FALSE,superior temporal gyrus ,Das et al.,2
ZCCHC17,NA,FALSE,superior temporal gyrus ,Das et al.,2
COA7,NA,FALSE,superior temporal gyrus ,Das et al.,2
HEATR5B,NA,FALSE,superior temporal gyrus ,Das et al.,2
OXCT1,NA,FALSE,superior temporal gyrus ,Das et al.,2
NDUFB5,NA,FALSE,superior temporal gyrus ,Das et al.,2
NDUFA4,NA,FALSE,superior temporal gyrus ,Das et al.,2
FUNDC1,NA,FALSE,superior temporal gyrus ,Das et al.,2
YWHAZ,NA,FALSE,superior temporal gyrus ,Das et al.,2
GABRD,NA,FALSE,superior temporal gyrus ,Das et al.,2
TMEM135,NA,FALSE,superior temporal gyrus ,Das et al.,2
PCSK1N,NA,FALSE,superior temporal gyrus ,Das et al.,2
MORN4,NA,FALSE,superior temporal gyrus ,Das et al.,2
RAB2A,NA,FALSE,superior temporal gyrus ,Das et al.,2
GDI1,NA,FALSE,superior temporal gyrus ,Das et al.,2
FARSB,NA,FALSE,superior temporal gyrus ,Das et al.,2
HPRT1,NA,FALSE,superior temporal gyrus ,Das et al.,2
SPAG7,NA,FALSE,superior temporal gyrus ,Das et al.,2
ANXA6,NA,FALSE,superior temporal gyrus ,Das et al.,2
NDUFS1,NA,FALSE,superior temporal gyrus ,Das et al.,2
STX1B,NA,FALSE,superior temporal gyrus ,Das et al.,2
MED6,NA,FALSE,superior temporal gyrus ,Das et al.,2
MRPL13,NA,FALSE,superior temporal gyrus ,Das et al.,2
IFI6,NA,FALSE,superior temporal gyrus ,Das et al.,2
SCAMP1,NA,FALSE,superior temporal gyrus ,Das et al.,2
CDC42,NA,FALSE,superior temporal gyrus ,Das et al.,2
AP1S1,NA,FALSE,superior temporal gyrus ,Das et al.,2
DNM1L,NA,FALSE,superior temporal gyrus ,Das et al.,2
AP2A1,NA,FALSE,superior temporal gyrus ,Das et al.,2
HINT1,NA,FALSE,superior temporal gyrus ,Das et al.,2
ALDH5A1,NA,FALSE,superior temporal gyrus ,Das et al.,2
IARS,NA,FALSE,superior temporal gyrus ,Das et al.,2
LAPTM4B,NA,FALSE,superior temporal gyrus ,Das et al.,2
SRSF2,NA,FALSE,superior temporal gyrus ,Das et al.,2
RUNDC3B,NA,FALSE,superior temporal gyrus ,Das et al.,2
CUL2,NA,FALSE,superior temporal gyrus ,Das et al.,2
PPP2R1A,NA,FALSE,superior temporal gyrus ,Das et al.,2
PSMA2,NA,FALSE,superior temporal gyrus ,Das et al.,2
AP2M1,NA,FALSE,superior temporal gyrus ,Das et al.,2
ATP5F1C,NA,FALSE,superior temporal gyrus ,Das et al.,2
REEP5,NA,FALSE,superior temporal gyrus ,Das et al.,2
ATRN,NA,FALSE,superior temporal gyrus ,Das et al.,2
DPP8,NA,FALSE,superior temporal gyrus ,Das et al.,2
SEC31A,NA,FALSE,superior temporal gyrus ,Das et al.,2
PRPF19,NA,FALSE,superior temporal gyrus ,Das et al.,2
ARF3,NA,FALSE,superior temporal gyrus ,Das et al.,2
MDH1,NA,FALSE,superior temporal gyrus ,Das et al.,2
PDHB,NA,FALSE,superior temporal gyrus ,Das et al.,2
ACTR10,NA,FALSE,superior temporal gyrus ,Das et al.,2
ARPC4,NA,FALSE,superior temporal gyrus ,Das et al.,2
MAGED2,NA,FALSE,superior temporal gyrus ,Das et al.,2
PJA2,NA,FALSE,superior temporal gyrus ,Das et al.,2
SARS,NA,FALSE,superior temporal gyrus ,Das et al.,2
TUFM,NA,FALSE,superior temporal gyrus ,Das et al.,2
SUPT16H,NA,FALSE,superior temporal gyrus ,Das et al.,2
BEX2,NA,FALSE,superior temporal gyrus ,Das et al.,2
PEF1,NA,FALSE,superior temporal gyrus ,Das et al.,2
NAPA,NA,FALSE,superior temporal gyrus ,Das et al.,2
SV2A,NA,FALSE,superior temporal gyrus ,Das et al.,2
CNTNAP2,NA,FALSE,superior temporal gyrus ,Das et al.,2
GGH,NA,FALSE,superior temporal gyrus ,Das et al.,2
SMIM10L2B,NA,FALSE,superior temporal gyrus ,Das et al.,2
OTUB1,NA,FALSE,superior temporal gyrus ,Das et al.,2
UBLCP1,NA,FALSE,superior temporal gyrus ,Das et al.,2
PNPLA8,NA,FALSE,superior temporal gyrus ,Das et al.,2
UBE2N,NA,FALSE,superior temporal gyrus ,Das et al.,2
VAPB,NA,FALSE,superior temporal gyrus ,Das et al.,2
SDHB,NA,FALSE,superior temporal gyrus ,Das et al.,2
BMPR2,NA,FALSE,superior temporal gyrus ,Das et al.,2
ARF1,NA,FALSE,superior temporal gyrus ,Das et al.,2
GNG3,NA,FALSE,superior temporal gyrus ,Das et al.,2
SUB1,NA,FALSE,superior temporal gyrus ,Das et al.,2
GUF1,NA,FALSE,superior temporal gyrus ,Das et al.,2
VWA7,NA,FALSE,superior temporal gyrus ,Das et al.,2
GSS,NA,FALSE,superior temporal gyrus ,Das et al.,2
DDX24,NA,FALSE,superior temporal gyrus ,Das et al.,2
PPME1,NA,FALSE,superior temporal gyrus ,Das et al.,2
EXOSC9,NA,FALSE,superior temporal gyrus ,Das et al.,2
LCLAT1,NA,FALSE,superior temporal gyrus ,Das et al.,2
COPS6,NA,FALSE,superior temporal gyrus ,Das et al.,2
SEH1L,NA,FALSE,superior temporal gyrus ,Das et al.,2
ZNF441,NA,FALSE,superior temporal gyrus ,Das et al.,2
TSNAX,NA,FALSE,superior temporal gyrus ,Das et al.,2
NDUFB8,NA,FALSE,superior temporal gyrus ,Das et al.,2
MTX3,NA,FALSE,superior temporal gyrus ,Das et al.,2
NDUFB10,NA,FALSE,superior temporal gyrus ,Das et al.,2
FREM1,NA,FALSE,superior temporal gyrus ,Das et al.,2
RTF1,NA,FALSE,superior temporal gyrus ,Das et al.,2
YIPF3,NA,FALSE,superior temporal gyrus ,Das et al.,2
TRAPPC11,NA,FALSE,superior temporal gyrus ,Das et al.,2
NDUFB1,NA,FALSE,superior temporal gyrus ,Das et al.,2
CAMK2G,NA,FALSE,superior temporal gyrus ,Das et al.,2
PPIA,NA,FALSE,superior temporal gyrus ,Das et al.,2
MAPRE3,NA,FALSE,superior temporal gyrus ,Das et al.,2
G3BP2,NA,FALSE,superior temporal gyrus ,Das et al.,2
MRPL16,NA,FALSE,superior temporal gyrus ,Das et al.,2
IMMT,NA,FALSE,superior temporal gyrus ,Das et al.,2
GMPS,NA,FALSE,superior temporal gyrus ,Das et al.,2
NIPSNAP2,NA,FALSE,superior temporal gyrus ,Das et al.,2
BOLA2,NA,FALSE,superior temporal gyrus ,Das et al.,2
PAIP2,NA,FALSE,superior temporal gyrus ,Das et al.,2
TPI1,NA,FALSE,superior temporal gyrus ,Das et al.,2
COX6C,NA,FALSE,superior temporal gyrus ,Das et al.,2
RRAGA,NA,FALSE,superior temporal gyrus ,Das et al.,2
PANX1,NA,FALSE,superior temporal gyrus ,Das et al.,2
HIST1H3A,NA,FALSE,superior temporal gyrus ,Das et al.,2
RAB7A,NA,FALSE,superior temporal gyrus ,Das et al.,2
ABI2,NA,FALSE,superior temporal gyrus ,Das et al.,2
MEST,NA,FALSE,superior temporal gyrus ,Das et al.,2
DHX57,NA,FALSE,superior temporal gyrus ,Das et al.,2
ATP1A1,NA,FALSE,superior temporal gyrus ,Das et al.,2
BTBD10,NA,FALSE,superior temporal gyrus ,Das et al.,2
AMN1,NA,FALSE,superior temporal gyrus ,Das et al.,2
TPST1,NA,FALSE,superior temporal gyrus ,Das et al.,2
SKP1,NA,FALSE,superior temporal gyrus ,Das et al.,2
RGS4,NA,FALSE,superior temporal gyrus ,Das et al.,2
RANBP1,NA,FALSE,superior temporal gyrus ,Das et al.,2
DDHD2,NA,FALSE,superior temporal gyrus ,Das et al.,2
YTHDF2,NA,FALSE,superior temporal gyrus ,Das et al.,2
AIG1,NA,FALSE,superior temporal gyrus ,Das et al.,2
RAN,NA,FALSE,superior temporal gyrus ,Das et al.,2
UQCRQ,NA,FALSE,superior temporal gyrus ,Das et al.,2
CCNC,NA,FALSE,superior temporal gyrus ,Das et al.,2
ABCE1,NA,FALSE,superior temporal gyrus ,Das et al.,2
CALM3,NA,FALSE,superior temporal gyrus ,Das et al.,2
SDHA,NA,FALSE,superior temporal gyrus ,Das et al.,2
ICA1,NA,FALSE,superior temporal gyrus ,Das et al.,2
MSC,NA,FALSE,superior temporal gyrus ,Das et al.,2
PRKDC,NA,FALSE,superior temporal gyrus ,Das et al.,2
C12orf10,NA,FALSE,superior temporal gyrus ,Das et al.,2
FEN1,NA,FALSE,superior temporal gyrus ,Das et al.,2
ANXA7,NA,FALSE,superior temporal gyrus ,Das et al.,2
IL1RAP,NA,FALSE,superior temporal gyrus ,Das et al.,2
COPG2,NA,FALSE,superior temporal gyrus ,Das et al.,2
SNRPA1,NA,FALSE,superior temporal gyrus ,Das et al.,2
SQLE,NA,FALSE,superior temporal gyrus ,Das et al.,2
AC114284.1,NA,FALSE,superior temporal gyrus ,Das et al.,2
NAP1L2,NA,FALSE,superior temporal gyrus ,Das et al.,2
UBE2E3,NA,FALSE,superior temporal gyrus ,Das et al.,2
SUCLA2,NA,FALSE,superior temporal gyrus ,Das et al.,2
BZW1,NA,FALSE,superior temporal gyrus ,Das et al.,2
ATP6V1D,NA,FALSE,superior temporal gyrus ,Das et al.,2
ATXN10,NA,FALSE,superior temporal gyrus ,Das et al.,2
MRPL28,NA,FALSE,superior temporal gyrus ,Das et al.,2
VPS8,NA,FALSE,superior temporal gyrus ,Das et al.,2
PCYOX1,NA,FALSE,superior temporal gyrus ,Das et al.,2
MRPS18A,NA,FALSE,superior temporal gyrus ,Das et al.,2
MUT,NA,FALSE,superior temporal gyrus ,Das et al.,2
CHMP1B,NA,FALSE,superior temporal gyrus ,Das et al.,2
USP11,NA,FALSE,superior temporal gyrus ,Das et al.,2
PEX19,NA,FALSE,superior temporal gyrus ,Das et al.,2
MRPS22,NA,FALSE,superior temporal gyrus ,Das et al.,2
MCM4,NA,FALSE,superior temporal gyrus ,Das et al.,2
CDC7,NA,FALSE,superior temporal gyrus ,Das et al.,2
DHX35,NA,FALSE,superior temporal gyrus ,Das et al.,2
TXN,NA,FALSE,superior temporal gyrus ,Das et al.,2
SLC16A14,NA,FALSE,superior temporal gyrus ,Das et al.,2
ATP5IF1,NA,FALSE,superior temporal gyrus ,Das et al.,2
CCK,NA,FALSE,superior temporal gyrus ,Das et al.,2
TAF9B,NA,FALSE,superior temporal gyrus ,Das et al.,2
RBBP9,NA,FALSE,superior temporal gyrus ,Das et al.,2
NME1,NA,FALSE,superior temporal gyrus ,Das et al.,2
COX5A,NA,FALSE,superior temporal gyrus ,Das et al.,2
NAPG,NA,FALSE,superior temporal gyrus ,Das et al.,2
PWAR6,NA,FALSE,superior temporal gyrus ,Das et al.,2
VPS4B,NA,FALSE,superior temporal gyrus ,Das et al.,2
RAB14,NA,FALSE,superior temporal gyrus ,Das et al.,2
EIF4E2,NA,FALSE,superior temporal gyrus ,Das et al.,2
SLC25A5,NA,FALSE,superior temporal gyrus ,Das et al.,2
NNT,NA,FALSE,superior temporal gyrus ,Das et al.,2
GLO1,NA,FALSE,superior temporal gyrus ,Das et al.,2
KRR1,NA,FALSE,superior temporal gyrus ,Das et al.,2
MPC2,NA,FALSE,superior temporal gyrus ,Das et al.,2
PPA2,NA,FALSE,superior temporal gyrus ,Das et al.,2
TMEM260,NA,FALSE,superior temporal gyrus ,Das et al.,2
ABRACL,NA,FALSE,superior temporal gyrus ,Das et al.,2
UCHL5,NA,FALSE,superior temporal gyrus ,Das et al.,2
ATP6V0C,NA,FALSE,superior temporal gyrus ,Das et al.,2
EMC4,NA,FALSE,superior temporal gyrus ,Das et al.,2
TSPAN5,NA,FALSE,superior temporal gyrus ,Das et al.,2
BRAF,NA,FALSE,superior temporal gyrus ,Das et al.,2
MRPL30,NA,FALSE,superior temporal gyrus ,Das et al.,2
OPA1,NA,FALSE,superior temporal gyrus ,Das et al.,2
TTC5,NA,FALSE,superior temporal gyrus ,Das et al.,2
GPD1,NA,FALSE,superior temporal gyrus ,Das et al.,2
VWC2,ENSG00000188730,FALSE,temporal cortex,Felsky et al.,1.7
DUSP5,ENSG00000138166,FALSE,temporal cortex,Felsky et al.,1.7
GABPB1,ENSG00000104064,FALSE,temporal cortex,Felsky et al.,1.7
AC025257.1,ENSG00000257386,FALSE,temporal cortex,Felsky et al.,1.7
KATNB1,ENSG00000140854,FALSE,temporal cortex,Felsky et al.,1.7
SSSCA1,ENSG00000173465,FALSE,temporal cortex,Felsky et al.,1.7
MIR4458HG,ENSG00000247516,FALSE,temporal cortex,Felsky et al.,1.7
BDNF-AS,ENSG00000245573,FALSE,temporal cortex,Felsky et al.,1.7
VSNL1,ENSG00000163032,FALSE,temporal cortex,Felsky et al.,1.7
PSPC1,ENSG00000121390,FALSE,temporal cortex,Felsky et al.,1.7
TMEM201,ENSG00000188807,FALSE,temporal cortex,Felsky et al.,1.7
GRIK1,ENSG00000171189,FALSE,temporal cortex,Felsky et al.,1.7
GRIPAP1,ENSG00000068400,FALSE,temporal cortex,Felsky et al.,1.7
ADGRA1,ENSG00000197177,FALSE,temporal cortex,Felsky et al.,1.7
BEAN1,ENSG00000166546,FALSE,temporal cortex,Felsky et al.,1.7
HIST2H2AB,ENSG00000184270,FALSE,temporal cortex,Felsky et al.,1.7
MOBP,ENSG00000168314,FALSE,temporal cortex,Felsky et al.,1.7
AC104162.1,ENSG00000224479,FALSE,temporal cortex,Felsky et al.,1.7
PFDN2,ENSG00000143256,FALSE,temporal cortex,Felsky et al.,1.7
AL137003.2,ENSG00000272341,FALSE,temporal cortex,Felsky et al.,1.7
GPR137C,ENSG00000180998,FALSE,temporal cortex,Felsky et al.,1.7
NRSN2,ENSG00000125841,FALSE,temporal cortex,Felsky et al.,1.7
NAP1L5,ENSG00000177432,FALSE,temporal cortex,Felsky et al.,1.7
CALY,ENSG00000130643,FALSE,temporal cortex,Felsky et al.,1.7
AC092807.3,ENSG00000282057,FALSE,temporal cortex,Felsky et al.,1.7
TSHZ2,ENSG00000182463,FALSE,temporal cortex,Felsky et al.,1.7
HIST1H2AE,ENSG00000277075,FALSE,temporal cortex,Felsky et al.,1.7
TSC2,ENSG00000103197,FALSE,temporal cortex,Felsky et al.,1.7
TIMP4,ENSG00000157150,FALSE,temporal cortex,Felsky et al.,1.7
SLC8A3,ENSG00000100678,FALSE,temporal cortex,Felsky et al.,1.7
AC139713.2,ENSG00000251600,FALSE,temporal cortex,Felsky et al.,1.7
DTX2P1-UPK3BP1-PMS2P11,ENSG00000265479,FALSE,temporal cortex,Felsky et al.,1.7
IQGAP3,ENSG00000183856,FALSE,temporal cortex,Felsky et al.,1.7
SLC44A5,ENSG00000137968,FALSE,temporal cortex,Felsky et al.,1.7
ASPHD1,ENSG00000174939,FALSE,temporal cortex,Felsky et al.,1.7
PCDHA6,ENSG00000081842,FALSE,temporal cortex,Felsky et al.,1.7
DCTN1-AS1,ENSG00000237737,FALSE,temporal cortex,Felsky et al.,1.7
MYCN,ENSG00000134323,FALSE,temporal cortex,Felsky et al.,1.7
AL050341.2,ENSG00000259943,FALSE,temporal cortex,Felsky et al.,1.7
MRPS9,ENSG00000135972,FALSE,temporal cortex,Felsky et al.,1.7
KAZN,ENSG00000189337,FALSE,temporal cortex,Felsky et al.,1.7
MYH7B,ENSG00000078814,FALSE,temporal cortex,Felsky et al.,1.7
AL031118.1,ENSG00000271755,FALSE,temporal cortex,Felsky et al.,1.7
FADS6,ENSG00000172782,FALSE,temporal cortex,Felsky et al.,1.7
KANTR,ENSG00000232593,FALSE,temporal cortex,Felsky et al.,1.7
ZNF93,ENSG00000184635,FALSE,temporal cortex,Felsky et al.,1.7
TMEFF1,ENSG00000241697,FALSE,temporal cortex,Felsky et al.,1.7
AL691447.2,ENSG00000232063,FALSE,temporal cortex,Felsky et al.,1.7
REXO1,ENSG00000079313,FALSE,temporal cortex,Felsky et al.,1.7
ORC2,ENSG00000115942,FALSE,temporal cortex,Felsky et al.,1.7
NCR3LG1,ENSG00000188211,FALSE,temporal cortex,Felsky et al.,1.7
ARFGAP1,ENSG00000101199,FALSE,temporal cortex,Felsky et al.,1.7
ZNF138,ENSG00000197008,FALSE,temporal cortex,Felsky et al.,1.7
VWA5B2,ENSG00000145198,FALSE,temporal cortex,Felsky et al.,1.7
ATG10,ENSG00000152348,FALSE,temporal cortex,Felsky et al.,1.7
C17orf107,ENSG00000205710,FALSE,temporal cortex,Felsky et al.,1.7
CACNA2D2,ENSG00000007402,FALSE,temporal cortex,Felsky et al.,1.7
STXBP5L,ENSG00000145087,FALSE,temporal cortex,Felsky et al.,1.7
PCDHB3,ENSG00000113205,FALSE,temporal cortex,Felsky et al.,1.7
MPND,ENSG00000008382,FALSE,temporal cortex,Felsky et al.,1.7
AL118558.3,ENSG00000271780,FALSE,temporal cortex,Felsky et al.,1.7
AC006946.2,ENSG00000273203,FALSE,temporal cortex,Felsky et al.,1.7
ADGRA1-AS1,ENSG00000256925,FALSE,temporal cortex,Felsky et al.,1.7
ATP13A2,ENSG00000159363,FALSE,temporal cortex,Felsky et al.,1.7
PPP2R5B,ENSG00000068971,FALSE,temporal cortex,Felsky et al.,1.7
CAMK1G,ENSG00000008118,FALSE,temporal cortex,Felsky et al.,1.7
CIRBP,ENSG00000099622,FALSE,temporal cortex,Felsky et al.,1.7
AC245060.6,ENSG00000279278,FALSE,temporal cortex,Felsky et al.,1.7
AL021368.2,ENSG00000272316,FALSE,temporal cortex,Felsky et al.,1.7
PCDHB18P,ENSG00000146001,FALSE,temporal cortex,Felsky et al.,1.7
ENDOV,ENSG00000173818,FALSE,temporal cortex,Felsky et al.,1.7
NEU4,ENSG00000204099,FALSE,temporal cortex,Felsky et al.,1.7
RET,ENSG00000165731,FALSE,temporal cortex,Felsky et al.,1.7
SMARCA4,ENSG00000127616,FALSE,temporal cortex,Felsky et al.,1.7
SYMPK,ENSG00000125755,FALSE,temporal cortex,Felsky et al.,1.7
ICA1L,ENSG00000163596,FALSE,temporal cortex,Felsky et al.,1.7
CYGB,ENSG00000161544,FALSE,temporal cortex,Felsky et al.,1.7
C19orf70,ENSG00000174917,FALSE,temporal cortex,Felsky et al.,1.7
AC024909.2,ENSG00000274021,FALSE,temporal cortex,Felsky et al.,1.7
HDX,ENSG00000165259,FALSE,temporal cortex,Felsky et al.,1.7
LINC02389,ENSG00000255693,FALSE,temporal cortex,Felsky et al.,1.7
GAS7,ENSG00000007237,FALSE,temporal cortex,Felsky et al.,1.7
AC138932.3,ENSG00000261819,FALSE,temporal cortex,Felsky et al.,1.7
RNF112,ENSG00000128482,FALSE,temporal cortex,Felsky et al.,1.7
CSPG4,ENSG00000173546,FALSE,temporal cortex,Felsky et al.,1.7
KCNK4,ENSG00000182450,FALSE,temporal cortex,Felsky et al.,1.7
STX1B,ENSG00000099365,FALSE,temporal cortex,Felsky et al.,1.7
ATP2B1-AS1,ENSG00000271614,FALSE,temporal cortex,Felsky et al.,1.7
RTKN2,ENSG00000182010,FALSE,temporal cortex,Felsky et al.,1.7
DDHD1,ENSG00000100523,FALSE,temporal cortex,Felsky et al.,1.7
HAR1A,ENSG00000225978,FALSE,temporal cortex,Felsky et al.,1.7
SYN3,ENSG00000185666,FALSE,temporal cortex,Felsky et al.,1.7
MDH1,ENSG00000014641,FALSE,temporal cortex,Felsky et al.,1.7
SMIM17,ENSG00000268182,FALSE,temporal cortex,Felsky et al.,1.7
AC092574.2,ENSG00000281016,FALSE,temporal cortex,Felsky et al.,1.7
EID2B,ENSG00000176401,FALSE,temporal cortex,Felsky et al.,1.7
EXOC3-AS1,ENSG00000221990,FALSE,temporal cortex,Felsky et al.,1.7
AARSD1,ENSG00000266967,FALSE,temporal cortex,Felsky et al.,1.7
MTATP6P1,ENSG00000248527,FALSE,temporal cortex,Felsky et al.,1.7
LINC01521,ENSG00000213888,FALSE,temporal cortex,Felsky et al.,1.7
CMPK2,ENSG00000134326,FALSE,temporal cortex,Felsky et al.,1.7
HIST1H4E,ENSG00000276966,FALSE,temporal cortex,Felsky et al.,1.7
PCCB,ENSG00000114054,FALSE,temporal cortex,Felsky et al.,1.7
KCTD13,ENSG00000174943,FALSE,temporal cortex,Felsky et al.,1.7
SHD,ENSG00000105251,FALSE,temporal cortex,Felsky et al.,1.7
SH2D5,ENSG00000189410,FALSE,temporal cortex,Felsky et al.,1.7
MAPK8IP3,ENSG00000138834,FALSE,temporal cortex,Felsky et al.,1.7
CEP170B,ENSG00000099814,FALSE,temporal cortex,Felsky et al.,1.7
