chr	gene_id	gene_symbol	P-value	Zscore	Direction	regulation	heterogeneity_I_squared	heterogeneity_Chi_squared	heterogeneity_degrees_of_freedom_squared	heterogeneity_P-value
7	ENSG00000197558	SSPO	0.2277	1.206	+++	Not differentially expressed	0.0	0.334	2	0.8461
22	ENSG00000100319	ZMAT5	0.5039	0.668	+-+	Not differentially expressed	0.0	0.932	2	0.6274
11	ENSG00000255059	PPIAP43	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
8	ENSG00000133731	IMPA1	0.05441	-1.924	---	Not differentially expressed	30.5	2.879	2	0.2371
5	ENSG00000250273	PSMC1P5	0.4142	-0.816	--0	Not differentially expressed	0.0	1.023	2	0.5996
11	ENSG00000186513	OR9Q2	0.9637	0.045	0+-	Not differentially expressed	0.0	0.442	2	0.8019
1	ENSG00000233057	EEF1A1P14	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
10	ENSG00000284024	HSPA14	0.0005255	-3.467	---	Not differentially expressed	0.0	1.263	2	0.5318
9	ENSG00000204982	PRSS3P4	0.8519	-0.187	00-	Not differentially expressed	0.0	0.04	2	0.9803
1	ENSG00000126107	HECTD3	0.745	0.325	+--	Not differentially expressed	48.2	3.858	2	0.1453
21	ENSG00000160298	C21orf58	0.1976	1.288	++-	Not differentially expressed	0.0	1.576	2	0.4548
11	ENSG00000175602	CCDC85B	0.09522	-1.668	---	Not differentially expressed	0.0	1.991	2	0.3695
16	ENSG00000127554	GFER	0.9854	0.018	--+	Not differentially expressed	0.0	0.635	2	0.7278
2	ENSG00000234521	AC005041.2	0.8925	0.135	0+-	Not differentially expressed	0.0	1.623	2	0.4442
11	ENSG00000255982	NXPE2P1	0.4515	0.753	0+0	Not differentially expressed	0.0	1.589	2	0.4519
2	ENSG00000144410	CPO	0.422	-0.803	-+-	Not differentially expressed	67.8	6.217	2	0.04467
6	ENSG00000153294	ADGRF4	0.8722	0.161	0+-	Not differentially expressed	0.0	0.444	2	0.8007
10	ENSG00000187021	PNLIPRP1	0.05572	1.913	+++	Not differentially expressed	2.9	2.059	2	0.3571
2	ENSG00000226658	RPL23AP30	0.5574	0.587	-+-	Not differentially expressed	8.8	2.192	2	0.3341
5	ENSG00000145526	CDH18	0.000496	-3.483	---	Not differentially expressed	0.0	0.111	2	0.9461
7	ENSG00000164713	BRI3	0.03202	2.144	+++	Not differentially expressed	0.0	0.499	2	0.7793
Y	ENSG00000230904	XKRYP2	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
1	ENSG00000198837	DENND4B	0.02916	2.181	+++	Not differentially expressed	3.0	2.062	2	0.3566
6	ENSG00000184465	WDR27	0.2736	1.095	+++	Not differentially expressed	0.0	1.182	2	0.5538
13	ENSG00000139737	SLAIN1	0.01391	2.46	+++	Not differentially expressed	0.0	0.661	2	0.7186
1	ENSG00000143199	ADCY10	0.1293	1.517	+++	Not differentially expressed	0.0	0.489	2	0.7831
18	ENSG00000168234	TTC39C	0.00909	-2.609	---	Not differentially expressed	0.0	1.196	2	0.5499
3	ENSG00000188582	PAQR9	0.1036	-1.628	---	Not differentially expressed	0.0	0.999	2	0.6068
1	ENSG00000250762	Z99943.2	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
8	ENSG00000250962	AC090568.1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
22	ENSG00000183569	SERHL2	0.0001187	3.849	+++	Not differentially expressed	0.0	0.116	2	0.9435
19	ENSG00000225872	LINC01529	0.05861	1.891	+++	Not differentially expressed	0.0	1.319	2	0.5171
6	ENSG00000112306	RPS12	0.8113	-0.239	--+	Not differentially expressed	0.0	1.417	2	0.4924
X	ENSG00000231686	Z97180.1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
8	ENSG00000253160	AC105185.1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
8	ENSG00000254332	AF201337.1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
8	ENSG00000253173	H2AFZP2	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
16	ENSG00000005844	ITGAL	0.3511	0.932	+++	Not differentially expressed	0.0	0.292	2	0.8641
7	ENSG00000231490	RPL7L1P2	0.355	0.925	++0	Not differentially expressed	7.9	2.171	2	0.3378
15	ENSG00000259686	HNRNPA1P71	0.5044	0.668	0+0	Not differentially expressed	0.0	1.248	2	0.5357
2	ENSG00000225024	AC015977.1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
13	ENSG00000231222	ARF4P4	0.5041	-0.668	00-	Not differentially expressed	0.0	0.509	2	0.7751
2	ENSG00000214077	GNAQP1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
14	ENSG00000186369	LINC00643	1.235e-05	-4.371	---	Not differentially expressed	0.0	0.814	2	0.6656
17	ENSG00000262660	AC139530.2	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
7	ENSG00000232161	AC023141.8	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
17	ENSG00000235672	AC090286.2	0.4765	0.712	0+-	Not differentially expressed	24.2	2.639	2	0.2673
22	ENSG00000244509	APOBEC3C	0.05372	1.929	+++	Not differentially expressed	0.0	0.878	2	0.6446
2	ENSG00000234842	MTCO2P16	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
12	ENSG00000111275	ALDH2	0.1948	-1.297	--+	Not differentially expressed	19.1	2.472	2	0.2905
5	ENSG00000113249	HAVCR1	0.9913	0.011	-+-	Not differentially expressed	0.0	1.693	2	0.4288
7	ENSG00000189143	CLDN4	0.2909	1.056	+++	Not differentially expressed	0.0	0.363	2	0.8342
3	ENSG00000226652	PSMD10P2	0.3334	0.967	+++	Not differentially expressed	0.0	0.483	2	0.7853
19	ENSG00000090554	FLT3LG	2.26e-05	4.238	+++	Not differentially expressed	0.0	1.682	2	0.4312
1	ENSG00000237959	RPL36AP10	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
5	ENSG00000132570	PCBD2	0.3077	1.02	+++	Not differentially expressed	0.0	0.242	2	0.8862
6	ENSG00000146122	DAAM2	2.641e-05	4.202	+++	Not differentially expressed	0.0	0.566	2	0.7535
5	ENSG00000145912	NHP2	0.0001113	-3.865	---	Not differentially expressed	0.0	1.474	2	0.4785
8	ENSG00000284655	AC084121.3	0.5178	-0.647	00-	Not differentially expressed	0.0	0.477	2	0.7877
11	ENSG00000175518	UBQLNL	0.4203	0.806	0++	Not differentially expressed	0.0	0.368	2	0.8319
18	ENSG00000206026	SMIM21	0.9381	-0.078	0-+	Not differentially expressed	0.0	0.053	2	0.9741
6	ENSG00000112214	FHL5	0.1524	1.431	+++	Not differentially expressed	0.0	0.726	2	0.6954
1	ENSG00000116717	GADD45A	0.2736	-1.095	+--	Not differentially expressed	0.0	1.589	2	0.4518
9	ENSG00000215210	RBMXP2	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
17	ENSG00000187688	TRPV2	0.5874	-0.543	---	Not differentially expressed	0.0	0.558	2	0.7566
15	ENSG00000140450	ARRDC4	0.09674	1.661	+++	Not differentially expressed	0.0	1.262	2	0.5321
6	ENSG00000164411	GJB7	0.4681	0.726	++-	Not differentially expressed	0.0	1.871	2	0.3923
3	ENSG00000163645	ERICH6	0.1945	-1.297	---	Not differentially expressed	0.0	0.366	2	0.8329
19	ENSG00000221826	PSG3	0.07431	-1.785	---	Not differentially expressed	0.0	1.609	2	0.4473
8	ENSG00000104497	SNX16	0.3185	-0.997	--+	Not differentially expressed	37.7	3.211	2	0.2008
10	ENSG00000182645	CCDC172	0.3981	0.845	+++	Not differentially expressed	0.0	1.357	2	0.5074
10	ENSG00000196932	TMEM26	0.2287	1.204	-++	Not differentially expressed	4.1	2.084	2	0.3527
4	ENSG00000241002	AC017007.3	0.301	1.034	-++	Not differentially expressed	0.0	1.746	2	0.4176
2	ENSG00000123989	CHPF	0.4307	-0.788	+--	Not differentially expressed	28.2	2.786	2	0.2483
4	ENSG00000129116	PALLD	0.0002715	3.641	+++	Not differentially expressed	0.0	1.435	2	0.488
20	ENSG00000101017	CD40	0.006888	2.702	+++	Not differentially expressed	0.0	1.216	2	0.5444
10	ENSG00000252877	RNA5SP312	0.9125	-0.11	0+-	Not differentially expressed	0.0	0.377	2	0.828
14	ENSG00000080815	PSEN1	0.01122	2.536	+++	Not differentially expressed	0.0	0.359	2	0.8355
6	ENSG00000251920	RNA5SP216	0.7339	-0.34	0-0	Not differentially expressed	0.0	0.324	2	0.8506
19	ENSG00000167759	KLK13	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
17	ENSG00000161939	RNASEK-C17orf49	0.9844	-0.02	0+-	Not differentially expressed	0.0	0.074	2	0.9639
14	ENSG00000100626	GALNT16	0.1664	-1.384	+--	Not differentially expressed	75.9	8.307	2	0.01571
17	ENSG00000197079	KRT35	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
17	ENSG00000277632	CCL3	0.306	-1.024	0--	Not differentially expressed	28.4	2.794	2	0.2473
13	ENSG00000102786	INTS6	0.3172	1.0	-++	Not differentially expressed	7.8	2.17	2	0.3379
4	ENSG00000269848	AC119751.8	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
8	ENSG00000254527	ENPP7P12	0.5459	0.604	++-	Not differentially expressed	53.6	4.307	2	0.1161
Y	ENSG00000243040	RBMY2FP	0.5243	0.637	-++	Not differentially expressed	0.0	0.399	2	0.8191
X	ENSG00000101849	TBL1X	7.067e-05	3.974	+++	Not differentially expressed	0.0	0.193	2	0.908
7	ENSG00000158525	CPA5	0.8439	0.197	00+	Not differentially expressed	0.0	0.044	2	0.9781
9	ENSG00000274688	AL591926.1	0.9342	0.083	0+0	Not differentially expressed	0.0	0.019	2	0.9905
12	ENSG00000213970	AC006122.1	0.871	0.162	++-	Not differentially expressed	47.2	3.789	2	0.1504
17	ENSG00000185504	FAAP100	0.7251	0.352	++-	Not differentially expressed	51.3	4.106	2	0.1283
7	ENSG00000128524	ATP6V1F	0.02704	-2.211	---	Not differentially expressed	0.0	0.463	2	0.7932
3	ENSG00000241627	UBQLN4P1	0.9001	-0.126	0--	Not differentially expressed	0.0	0.008	2	0.9961
14	ENSG00000080823	MOK	0.4906	0.689	++-	Not differentially expressed	2.9	2.061	2	0.3569
5	ENSG00000145911	N4BP3	0.01995	-2.327	---	Not differentially expressed	0.0	0.743	2	0.6896
9	ENSG00000130713	EXOSC2	0.1736	-1.361	+--	Not differentially expressed	33.3	3.0	2	0.2231
11	ENSG00000110723	EXPH5	0.232	1.195	+++	Not differentially expressed	0.0	1.87	2	0.3927
15	ENSG00000206149	HERC2P9	0.006858	2.704	+++	Not differentially expressed	0.0	1.723	2	0.4224
Y	ENSG00000248573	PRYP6	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
20	ENSG00000124205	EDN3	0.6853	-0.405	+--	Not differentially expressed	0.0	0.238	2	0.8878
1	ENSG00000235363	SNRPGP10	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
10	ENSG00000119917	IFIT3	0.4385	0.775	++-	Not differentially expressed	0.0	1.267	2	0.5309
X	ENSG00000235735	RPL7AP72	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
X	ENSG00000169446	MMGT1	0.8944	-0.133	+--	Not differentially expressed	49.4	3.954	2	0.1385
22	ENSG00000196236	XPNPEP3	0.08409	1.727	++-	Not differentially expressed	56.5	4.593	2	0.1006
2	ENSG00000138028	CGREF1	1.725e-06	-4.783	---	Not differentially expressed	0.0	0.37	2	0.8313
13	ENSG00000088387	DOCK9	0.000774	3.362	+++	Not differentially expressed	0.0	1.988	2	0.3702
18	ENSG00000265939	UBE2CP2	0.2957	-1.046	00-	Not differentially expressed	0.0	1.248	2	0.5357
2	ENSG00000138413	IDH1	0.4057	0.832	-++	Not differentially expressed	0.0	1.604	2	0.4485
4	ENSG00000248750	AC020699.1	0.4916	0.688	0++	Not differentially expressed	0.0	0.182	2	0.9131
18	ENSG00000266145	RHOT1P1	0.9149	0.107	++-	Not differentially expressed	12.1	2.275	2	0.3207
11	ENSG00000255305	AP004607.7	0.5138	-0.653	0--	Not differentially expressed	0.0	0.665	2	0.7173
16	ENSG00000257017	HP	0.4115	0.821	+++	Not differentially expressed	0.0	0.27	2	0.8737
11	ENSG00000228607	CLDN25	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
7	ENSG00000237799	CICP11	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
12	ENSG00000256774	AC087241.2	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
2	ENSG00000170396	ZNF804A	0.1516	-1.434	+--	Not differentially expressed	19.6	2.489	2	0.2881
X	ENSG00000089472	HEPH	0.03627	2.094	-++	Not differentially expressed	0.0	1.959	2	0.3755
11	ENSG00000110104	CCDC86	0.03428	2.117	+++	Not differentially expressed	0.0	1.137	2	0.5664
9	ENSG00000230360	DDX10P2	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
19	ENSG00000270679	AC138473.1	0.6941	0.393	0+0	Not differentially expressed	0.0	0.433	2	0.8052
1	ENSG00000203784	LELP1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
17	ENSG00000274180	NATD1	0.04713	1.985	+++	Not differentially expressed	0.0	1.203	2	0.5481
18	ENSG00000265158	LRRC37A7P	0.1571	1.415	+++	Not differentially expressed	0.0	1.329	2	0.5146
5	ENSG00000231228	AC091874.1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
9	ENSG00000234534	CSNK1G2P1	0.2503	1.15	++-	Not differentially expressed	0.0	1.54	2	0.4629
10	ENSG00000224948	ATP5MC1P8	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
1	ENSG00000054118	THRAP3	0.4598	-0.739	+--	Not differentially expressed	3.9	2.08	2	0.3534
16	ENSG00000159720	ATP6V0D1	0.005366	-2.784	+--	Not differentially expressed	37.5	3.199	2	0.202
20	ENSG00000158901	WFDC8	0.6154	0.502	0++	Not differentially expressed	0.0	0.155	2	0.9254
12	ENSG00000135148	TRAFD1	0.6271	0.486	-++	Not differentially expressed	41.6	3.428	2	0.1802
18	ENSG00000267647	MAP1LC3P	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
13	ENSG00000227969	NPM1P22	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
21	ENSG00000155307	SAMSN1	0.05557	1.914	+++	Not differentially expressed	0.0	1.163	2	0.559
5	ENSG00000113100	CDH9	9.206e-07	-4.908	---	Not differentially expressed	4.9	2.104	2	0.3493
X	ENSG00000274374	AC239600.2	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
9	ENSG00000137103	TMEM8B	0.5836	-0.548	+--	Not differentially expressed	52.2	4.185	2	0.1234
1	ENSG00000169914	OTUD3	0.0009552	-3.303	---	Not differentially expressed	16.3	2.39	2	0.3027
3	ENSG00000073711	PPP2R3A	0.1332	1.502	+++	Not differentially expressed	0.0	0.386	2	0.8245
13	ENSG00000235500	SNX19P2	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
3	ENSG00000172046	USP19	0.3536	-0.928	--+	Not differentially expressed	0.0	1.052	2	0.591
2	ENSG00000213605	AC111200.1	0.3187	0.997	+++	Not differentially expressed	0.0	1.493	2	0.4741
6	ENSG00000183239	AL109615.1	0.936	-0.08	00-	Not differentially expressed	0.0	0.007	2	0.9963
X	ENSG00000238222	MKRN4P	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
22	ENSG00000073169	SELENOO	0.6918	0.396	-+-	Not differentially expressed	0.0	0.704	2	0.7034
7	ENSG00000230444	TFAMP1	0.5394	-0.614	0--	Not differentially expressed	0.0	0.159	2	0.9235
X	ENSG00000102038	SMARCA1	0.8123	0.237	+-+	Not differentially expressed	0.0	0.62	2	0.7335
5	ENSG00000242477	AC091429.1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
X	ENSG00000160211	G6PD	0.9197	0.101	+--	Not differentially expressed	23.5	2.615	2	0.2705
14	ENSG00000258466	AL049779.1	0.5261	-0.634	+--	Not differentially expressed	0.0	0.254	2	0.8807
19	ENSG00000245680	ZNF585B	0.2373	-1.182	--+	Not differentially expressed	47.4	3.801	2	0.1495
6	ENSG00000232422	KNOP1P4	0.1697	1.373	+++	Not differentially expressed	0.0	0.217	2	0.897
12	ENSG00000257896	AC093012.1	0.2551	-1.138	-+-	Not differentially expressed	61.3	5.164	2	0.07561
18	ENSG00000242060	RPS3AP49	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
12	ENSG00000123297	TSFM	0.0004117	-3.532	---	Not differentially expressed	0.0	0.267	2	0.8749
8	ENSG00000061337	LZTS1	0.00241	-3.034	+--	Not differentially expressed	65.3	5.757	2	0.05622
16	ENSG00000180185	FAHD1	0.0002913	-3.623	---	Not differentially expressed	0.0	0.146	2	0.9295
7	ENSG00000106018	VIPR2	0.03772	-2.078	---	Not differentially expressed	0.0	0.064	2	0.9685
8	ENSG00000243402	AC022973.1	0.6083	0.512	-+0	Not differentially expressed	61.9	5.249	2	0.07246
12	ENSG00000131982	UBE2L2	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
3	ENSG00000196776	CD47	0.001852	-3.113	---	Not differentially expressed	0.0	0.703	2	0.7035
6	ENSG00000230913	NPM1P51	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
22	ENSG00000243811	APOBEC3D	0.09285	1.681	+++	Not differentially expressed	0.0	1.665	2	0.435
13	ENSG00000223625	CYCSP32	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
22	ENSG00000099957	P2RX6	0.102	-1.635	---	Not differentially expressed	9.2	2.204	2	0.3323
20	ENSG00000125875	TBC1D20	0.02931	2.179	+-+	Not differentially expressed	62.3	5.307	2	0.0704
20	ENSG00000088836	SLC4A11	7.423e-13	7.171	+++	Upregulated in AD	86.0	14.258	2	0.0008016
9	ENSG00000197724	PHF2	9.376e-06	4.431	+++	Not differentially expressed	0.0	0.409	2	0.815
X	ENSG00000062096	ARSF	0.4436	-0.766	--+	Not differentially expressed	0.0	0.833	2	0.6594
8	ENSG00000085719	CPNE3	0.1836	1.33	+++	Not differentially expressed	0.0	0.247	2	0.8836
17	ENSG00000264970	AC131274.3	0.4213	-0.804	00-	Not differentially expressed	0.0	0.738	2	0.6913
1	ENSG00000226973	AL512638.1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
7	ENSG00000127990	SGCE	0.5662	0.574	-++	Not differentially expressed	0.0	1.875	2	0.3915
10	ENSG00000198298	ZNF485	0.5058	0.665	+-+	Not differentially expressed	0.0	1.876	2	0.3914
6	ENSG00000112053	SLC26A8	0.3202	-0.994	-+-	Not differentially expressed	0.0	1.155	2	0.5614
15	ENSG00000157890	MEGF11	0.1363	1.49	+++	Not differentially expressed	0.0	1.719	2	0.4233
19	ENSG00000133265	HSPBP1	0.0002332	-3.68	---	Not differentially expressed	0.0	0.402	2	0.8178
11	ENSG00000135362	PRR5L	0.0231	2.272	+++	Not differentially expressed	0.0	1.646	2	0.4392
11	ENSG00000254799	SLC25A47P1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
5	ENSG00000172262	ZNF131	0.9061	-0.118	-+-	Not differentially expressed	0.0	0.166	2	0.9202
8	ENSG00000230106	SNRPCP15	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
10	ENSG00000270300	PHACTR2P1	0.8001	0.253	++-	Not differentially expressed	62.0	5.265	2	0.07191
14	ENSG00000211782	TRAV8-1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
5	ENSG00000158985	CDC42SE2	0.0009247	-3.312	---	Not differentially expressed	0.0	0.559	2	0.7562
16	ENSG00000140795	MYLK3	0.2295	1.202	+++	Not differentially expressed	0.0	1.454	2	0.4833
11	ENSG00000129083	COPB1	0.238	-1.18	---	Not differentially expressed	11.2	2.252	2	0.3243
2	ENSG00000199585	RNA5SP119	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
20	ENSG00000175121	WFDC5	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
19	ENSG00000130167	TSPAN16	0.9601	0.05	0+-	Not differentially expressed	0.0	0.053	2	0.9736
X	ENSG00000269904	MAP2K4P1	0.9669	0.042	-+-	Not differentially expressed	0.0	1.621	2	0.4447
19	ENSG00000186230	ZNF749	0.1806	-1.339	---	Not differentially expressed	0.0	1.21	2	0.5462
12	ENSG00000196387	ZNF140	0.7548	-0.312	-++	Not differentially expressed	0.0	0.975	2	0.6143
19	ENSG00000170956	CEACAM3	0.9573	0.053	0+-	Not differentially expressed	31.0	2.9	2	0.2346
5	ENSG00000170571	EMB	0.001652	-3.147	---	Not differentially expressed	23.4	2.611	2	0.271
7	ENSG00000165055	METTL2B	0.3374	-0.959	+--	Not differentially expressed	0.0	0.723	2	0.6965
5	ENSG00000113205	PCDHB3	0.3884	-0.863	++-	Not differentially expressed	35.8	3.116	2	0.2105
7	ENSG00000211746	TRBV19	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
3	ENSG00000249992	TMEM158	0.002661	-3.004	---	Not differentially expressed	0.0	0.986	2	0.6108
7	ENSG00000184903	IMMP2L	0.001708	-3.137	---	Not differentially expressed	0.0	0.135	2	0.9345
15	ENSG00000169375	SIN3A	0.127	1.526	+++	Not differentially expressed	30.8	2.89	2	0.2358
16	ENSG00000206177	HBM	0.9216	-0.098	00-	Not differentially expressed	0.0	0.011	2	0.9945
X	ENSG00000224548	Z75741.1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
18	ENSG00000176890	TYMS	0.4635	0.733	+++	Not differentially expressed	0.0	0.513	2	0.7737
2	ENSG00000138075	ABCG5	0.1771	-1.35	-+-	Not differentially expressed	58.8	4.853	2	0.08836
5	ENSG00000197226	TBC1D9B	0.002958	2.972	+++	Not differentially expressed	0.0	0.623	2	0.7325
14	ENSG00000257720	ILF2P2	0.3948	0.851	0+0	Not differentially expressed	1.4	2.029	2	0.3626
17	ENSG00000125686	MED1	0.05524	1.917	+++	Not differentially expressed	0.0	1.101	2	0.5767
3	ENSG00000242968	AC096992.1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
1	ENSG00000160087	UBE2J2	0.3784	0.881	++-	Not differentially expressed	18.6	2.457	2	0.2928
3	ENSG00000163507	CIP2A	0.0007082	-3.386	---	Not differentially expressed	0.0	0.019	2	0.9906
14	ENSG00000271198	VDAC3P1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
7	ENSG00000158560	DYNC1I1	0.0002925	-3.622	---	Not differentially expressed	0.0	0.315	2	0.8541
1	ENSG00000162366	PDZK1IP1	0.03114	2.155	0++	Not differentially expressed	0.0	1.91	2	0.3848
10	ENSG00000197142	ACSL5	0.01051	2.558	+++	Not differentially expressed	0.0	1.146	2	0.5638
1	ENSG00000171488	LRRC8C	0.05111	1.951	+++	Not differentially expressed	0.0	1.994	2	0.369
3	ENSG00000082684	SEMA5B	0.03239	-2.14	+--	Not differentially expressed	0.0	1.995	2	0.3689
1	ENSG00000186973	FAM183A	0.2917	-1.054	00-	Not differentially expressed	0.0	1.269	2	0.5303
11	ENSG00000149532	CPSF7	0.1496	1.441	++-	Not differentially expressed	53.8	4.328	2	0.1149
16	ENSG00000188599	NPIPP1	0.1625	1.397	+++	Not differentially expressed	0.0	0.584	2	0.7467
4	ENSG00000164040	PGRMC2	0.1338	-1.499	---	Not differentially expressed	0.0	0.095	2	0.9535
10	ENSG00000213147	RPL23AP60	0.936	0.08	0-+	Not differentially expressed	0.0	0.385	2	0.8248
X	ENSG00000214745	AL391419.1	0.9148	0.107	0-+	Not differentially expressed	0.0	0.377	2	0.8281
X	ENSG00000171388	APLN	3.422e-09	5.91	+++	Upregulated in AD	89.0	18.143	2	0.0001149
5	ENSG00000241668	RPL19P11	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
7	ENSG00000241007	SEPT7P6	0.3916	0.857	-+-	Not differentially expressed	64.1	5.567	2	0.06182
X	ENSG00000232009	AL591503.2	0.4387	0.774	00+	Not differentially expressed	0.0	0.684	2	0.7102
1	ENSG00000117155	SSX2IP	0.003719	-2.901	---	Not differentially expressed	0.0	0.36	2	0.8355
10	ENSG00000177283	FZD8	0.1116	1.591	--+	Not differentially expressed	79.1	9.549	2	0.008443
2	ENSG00000115756	HPCAL1	0.0004317	-3.52	+--	Not differentially expressed	73.5	7.539	2	0.02307
14	ENSG00000087302	RTRAF	0.2994	-1.038	---	Not differentially expressed	0.0	0.998	2	0.6071
1	ENSG00000169174	PCSK9	0.106	1.616	0++	Not differentially expressed	0.0	1.552	2	0.4603
11	ENSG00000186104	CYP2R1	0.0746	-1.783	---	Not differentially expressed	9.8	2.217	2	0.3301
17	ENSG00000007174	DNAH9	0.3149	-1.005	++-	Not differentially expressed	78.7	9.379	2	0.009192
5	ENSG00000176018	LYSMD3	0.4596	0.74	+++	Not differentially expressed	0.0	0.177	2	0.9151
6	ENSG00000112149	CD83	0.00481	-2.819	---	Not differentially expressed	11.2	2.253	2	0.3241
7	ENSG00000229877	PAICSP5	0.5674	-0.572	00-	Not differentially expressed	0.0	0.373	2	0.8297
14	ENSG00000213741	RPS29	0.153	-1.429	--+	Not differentially expressed	63.5	5.486	2	0.06438
15	ENSG00000182718	ANXA2	0.03155	2.15	+++	Not differentially expressed	0.0	0.076	2	0.9628
