MarkerName	Allele1	Allele2	Weight	Zscore	P-value	Direction	P-value_bh_adjusted	gene_symbol	ensembl_id	chromosome	start_position	regulation
NIBAN1|ENSG00000135842	ad	control	687.0	-3.193	0.001406	---------+-++-	0.024254707903780065	NIBAN1	ENSG00000135842	1	184790724	Not differentially expressed
FBXO22|ENSG00000167196	ad	control	687.0	2.36	0.01827	+++++-+--+++++	0.09583874673629245	FBXO22	ENSG00000167196	15	75903876	Not differentially expressed
FBXO9|ENSG00000112146	ad	control	687.0	2.915	0.003558	+++++----+++++	0.03885043478260869	FBXO9	ENSG00000112146	6	53051991	Not differentially expressed
EIF3J-DT|ENSG00000179523	ad	control	687.0	2.338	0.01938	+++++---+++++-	0.09917186544342509	EIF3J-DT	ENSG00000179523	15	44527257	Not differentially expressed
MLLT11|ENSG00000213190	ad	control	687.0	2.79	0.005265	+++++----++-++	0.04819566089334549	MLLT11	ENSG00000213190	1	151060397	Not differentially expressed
MREG|ENSG00000118242	ad	control	687.0	1.969	0.0489	++++-+---++-++	0.16877139910622208	MREG	ENSG00000118242	2	215942584	Not differentially expressed
SPEF1|ENSG00000101222	ad	control	687.0	0.456	0.6487	+++++-+--0---+	0.7913667071688943	SPEF1	ENSG00000101222	20	3777504	Not differentially expressed
TASP1|ENSG00000089123	ad	control	687.0	1.686	0.09188	+++++----+++++	0.24824413347685684	TASP1	ENSG00000089123	20	13389392	Not differentially expressed
CYP27A1|ENSG00000135929	ad	control	687.0	-1.437	0.1508	-----++++--+--	0.33356069618858775	CYP27A1	ENSG00000135929	2	218781749	Not differentially expressed
RBIS|ENSG00000176731	ad	control	687.0	0.602	0.5474	+-+++----+++++	0.7185117008759315	RBIS	ENSG00000176731	8	85214048	Not differentially expressed
SLC38A10|ENSG00000157637	ad	control	687.0	-2.778	0.00547	-----++-+-----	0.04875680567879326	SLC38A10	ENSG00000157637	17	81244811	Not differentially expressed
AMIGO2|ENSG00000139211	ad	control	687.0	-2.155	0.03113	+----++-----+-	0.13006458593424886	AMIGO2	ENSG00000139211	12	47075707	Not differentially expressed
RECQL5|ENSG00000108469	ad	control	687.0	0.541	0.5882	------+++-++-+	0.7498131030980192	RECQL5	ENSG00000108469	17	75626845	Not differentially expressed
PDLIM1|ENSG00000107438	ad	control	687.0	-1.833	0.06683	-------++-+++-	0.20468981086028065	PDLIM1	ENSG00000107438	10	95237572	Not differentially expressed
FSD1|ENSG00000105255	ad	control	687.0	0.682	0.4951	+++++-+--+---+	0.6770367747207845	FSD1	ENSG00000105255	19	4304598	Not differentially expressed
UBE2J2|ENSG00000160087	ad	control	687.0	-2.317	0.02048	------+--+----	0.10255214356929213	UBE2J2	ENSG00000160087	1	1253909	Not differentially expressed
USPL1|ENSG00000132952	ad	control	687.0	-0.112	0.9108	++++-------++-	0.9549323308270679	USPL1	ENSG00000132952	13	30617693	Not differentially expressed
CDC6|ENSG00000094804	ad	control	687.0	-0.253	0.8004	--+++----+--++	0.8896286947857855	CDC6	ENSG00000094804	17	40287879	Not differentially expressed
DPYSL2|ENSG00000092964	ad	control	687.0	1.419	0.1559	++++-++++-++--	0.3405648389904265	DPYSL2	ENSG00000092964	8	26514031	Not differentially expressed
SNRNP200|ENSG00000144028	ad	control	687.0	-0.24	0.81	++-+---+----++	0.8963022026431717	SNRNP200	ENSG00000144028	2	96274338	Not differentially expressed
AGAP3|ENSG00000133612	ad	control	687.0	-0.19	0.8492	----++++-+---+	0.9207308855291576	AGAP3	ENSG00000133612	7	151085831	Not differentially expressed
SPA17|ENSG00000064199	ad	control	687.0	1.211	0.2257	+++++++--+++++	0.4253055555555556	SPA17	ENSG00000064199	11	124673844	Not differentially expressed
CHAF1B|ENSG00000159259	ad	control	687.0	0.517	0.605	+++++--------+	0.7613687641012785	CHAF1B	ENSG00000159259	21	36385392	Not differentially expressed
PPP2CB|ENSG00000104695	ad	control	687.0	-0.144	0.8859	-----+-++++++-	0.9399171510091938	PPP2CB	ENSG00000104695	8	30774457	Not differentially expressed
RAB43|ENSG00000172780	ad	control	687.0	-2.139	0.0324	-------------+	0.13265242560130452	RAB43	ENSG00000172780	3	129087569	Not differentially expressed
POLR3E|ENSG00000058600	ad	control	687.0	1.07	0.2848	----+-++++++--	0.48728561690524885	POLR3E	ENSG00000058600	16	22297375	Not differentially expressed
GSTM4|ENSG00000168765	ad	control	687.0	-0.56	0.5754	------+---+--+	0.7401686098654708	GSTM4	ENSG00000168765	1	109656099	Not differentially expressed
PPID|ENSG00000171497	ad	control	687.0	-0.54	0.5894	++++--++-+--+-	0.7505804160324709	PPID	ENSG00000171497	4	158709127	Not differentially expressed
CDK2AP2|ENSG00000167797	ad	control	687.0	-2.812	0.004925	-----++++-----	0.04642910798122065	CDK2AP2	ENSG00000167797	11	67506497	Not differentially expressed
PSMB9|ENSG00000240118	ad	control	687.0	-0.764	0.4446	++-++------+--	0.6350524967989757	PSMB9	ENSG00000240118	HSCHR6_MHC_DBB_CTG1	4087706	Not differentially expressed
MTR|ENSG00000116984	ad	control	687.0	1.86	0.06282	+++++----+++++	0.19759172932330826	MTR	ENSG00000116984	1	236795260	Not differentially expressed
MYBBP1A|ENSG00000132382	ad	control	687.0	0.671	0.5025	+++-+--------+	0.6826004600189419	MYBBP1A	ENSG00000132382	17	4538897	Not differentially expressed
SCIN|ENSG00000006747	ad	control	687.0	-2.72	0.00652	+--+-------+--	0.053524775143090765	SCIN	ENSG00000006747	7	12570577	Not differentially expressed
DUSP28|ENSG00000188542	ad	control	687.0	-2.46	0.01391	----+----+---+	0.08181394258933802	DUSP28	ENSG00000188542	2	240560054	Not differentially expressed
MTG1|ENSG00000148824	ad	control	687.0	1.42	0.1557	+++++++++-----	0.3404983663689828	MTG1	ENSG00000148824	10	133394094	Not differentially expressed
TRMT11|ENSG00000066651	ad	control	687.0	0.257	0.7972	+++++----++-++	0.8879396494342134	TRMT11	ENSG00000066651	6	125986479	Not differentially expressed
SH3YL1|ENSG00000035115	ad	control	687.0	0.597	0.5507	----++++++-++-	0.7211462110343029	SH3YL1	ENSG00000035115	2	217730	Not differentially expressed
MARCKSL1|ENSG00000175130	ad	control	687.0	0.751	0.4526	--+++-----++++	0.6411886552843234	MARCKSL1	ENSG00000175130	1	32333839	Not differentially expressed
ARL8A|ENSG00000143862	ad	control	687.0	1.091	0.2751	+++++++---++-+	0.4776900726392252	ARL8A	ENSG00000143862	1	202133404	Not differentially expressed
IFT52|ENSG00000101052	ad	control	687.0	2.589	0.009624	+++++----+++++	0.06671160800552105	IFT52	ENSG00000101052	20	43590937	Not differentially expressed
TNRC6C|ENSG00000078687	ad	control	687.0	-1.437	0.1508	----+--++-++--	0.33356069618858775	TNRC6C	ENSG00000078687	17	77958703	Not differentially expressed
ARL6IP6|ENSG00000177917	ad	control	687.0	-3.237	0.001209	-----++++--+--	0.022576029684601113	ARL6IP6	ENSG00000177917	2	152717647	Not differentially expressed
RRAGD|ENSG00000025039	ad	control	687.0	-0.584	0.5594	-----+-++++-+-	0.727604093794533	RRAGD	ENSG00000025039	6	89364616	Not differentially expressed
NEK8|ENSG00000160602	ad	control	687.0	-0.134	0.8933	+---+-----++-+	0.9442758475468519	NEK8	ENSG00000160602	17	28725897	Not differentially expressed
MT1F|ENSG00000198417	ad	control	687.0	0.897	0.3695	-----++++-----	0.5714386937769563	MT1F	ENSG00000198417	16	56657731	Not differentially expressed
IPO7|ENSG00000205339	ad	control	687.0	1.488	0.1368	++++-++++++++-	0.31451156400274793	IPO7	ENSG00000205339	11	9384652	Not differentially expressed
PHB1|ENSG00000167085	ad	control	687.0	-1.201	0.2298	-------+++-+--	0.4295646993111153	PHB1	ENSG00000167085	17	49404049	Not differentially expressed
NLRP2|ENSG00000275796	ad	control	687.0	0.395	0.6931	+++++--------+	0.8231493790656417	NLRP2	ENSG00000275796	HSCHR19LRC_COX2_CTG3_1	610486	Not differentially expressed
SUFU|ENSG00000107882	ad	control	687.0	-3.169	0.001531	--------+--+--	0.02553362126245847	SUFU	ENSG00000107882	10	102503972	Not differentially expressed
TM9SF4|ENSG00000101337	ad	control	687.0	1.669	0.09522	+++++----++-++	0.2537851871515795	TM9SF4	ENSG00000101337	20	32109714	Not differentially expressed
PEX12|ENSG00000108733	ad	control	687.0	-2.302	0.02131	------+---+-+-	0.10508237604320078	PEX12	ENSG00000108733	17	35574795	Not differentially expressed
RCC1L|ENSG00000274523	ad	control	687.0	-3.413	0.0006428	-------++-----	0.016297252525252524	RCC1L	ENSG00000274523	7	75027122	Not differentially expressed
SOX8|ENSG00000005513	ad	control	687.0	0.051	0.9591	----+++++-++--	0.980586965376782	SOX8	ENSG00000005513	16	981444	Not differentially expressed
MRPL17|ENSG00000158042	ad	control	687.0	0.045	0.9642	+++++-----+--+	0.9823001522070014	MRPL17	ENSG00000158042	11	6680385	Not differentially expressed
WFS1|ENSG00000109501	ad	control	687.0	-3.141	0.001682	--------------	0.02672037974683544	WFS1	ENSG00000109501	4	6269849	Not differentially expressed
MTAP|ENSG00000099810	ad	control	687.0	-1.473	0.1408	+--+------+++-	0.3199710276143051	MTAP	ENSG00000099810	9	21802636	Not differentially expressed
IFT81|ENSG00000122970	ad	control	687.0	2.103	0.03546	++++++-++++-++	0.13866064616582327	IFT81	ENSG00000122970	12	110124335	Not differentially expressed
ALKBH4|ENSG00000160993	ad	control	687.0	0.236	0.8137	+++++--------+	0.8981473175021987	ALKBH4	ENSG00000160993	7	102456238	Not differentially expressed
ZBTB21|ENSG00000173276	ad	control	687.0	-0.594	0.5523	+++-------+-+-	0.7221479166666667	ZBTB21	ENSG00000173276	21	41986831	Not differentially expressed
STK39|ENSG00000198648	ad	control	687.0	0.206	0.8369	+++++++++-----	0.9117269965277779	STK39	ENSG00000198648	2	167954020	Not differentially expressed
FAM241B|ENSG00000171224	ad	control	687.0	1.911	0.05604	+++++----+--++	0.18342307692307694	FAM241B	ENSG00000171224	10	69630247	Not differentially expressed
SLMAP|ENSG00000163681	ad	control	687.0	-1.466	0.1427	-----++++---+-	0.3225530575539568	SLMAP	ENSG00000163681	3	57755450	Not differentially expressed
RARS2|ENSG00000146282	ad	control	687.0	2.55	0.01079	++-++--+++++++	0.07066640574037834	RARS2	ENSG00000146282	6	87513459	Not differentially expressed
KCNIP4-IT1|ENSG00000280650	ad	control	687.0	1.46	0.1444	+++++----++-++	0.3248433788931212	KCNIP4-IT1	ENSG00000280650	4	21843341	Not differentially expressed
GNG2|ENSG00000186469	ad	control	687.0	2.88	0.003975	+++++----+++++	0.041399377593361	GNG2	ENSG00000186469	14	51826195	Not differentially expressed
WNT3|ENSG00000277626	ad	control	687.0	-1.221	0.2222	--+------+--++	0.4212401812688822	WNT3	ENSG00000277626	HSCHR17_1_CTG5	1748388	Not differentially expressed
PUM3|ENSG00000080608	ad	control	687.0	1.137	0.2557	---+++-+-++++-	0.4568021352313167	PUM3	ENSG00000080608	9	2720469	Not differentially expressed
OLIG2|ENSG00000205927	ad	control	687.0	1.156	0.2478	--+++-+-++++-+	0.4490815884476534	OLIG2	ENSG00000205927	21	33025935	Not differentially expressed
TMEM59|ENSG00000116209	ad	control	687.0	1.607	0.108	+++++----++++-	0.27409504550050556	TMEM59	ENSG00000116209	1	54026681	Not differentially expressed
SNTB2|ENSG00000168807	ad	control	687.0	-3.001	0.002692	---+-++++---+-	0.03421225316455696	SNTB2	ENSG00000168807	16	69187147	Not differentially expressed
C12orf75|ENSG00000235162	ad	control	687.0	-3.634	0.0002789	------+-------	0.011016546875	C12orf75	ENSG00000235162	12	105235290	Not differentially expressed
JOSD2|ENSG00000161677	ad	control	687.0	-0.162	0.8714	----+++++--+--	0.9322169419286095	JOSD2	ENSG00000161677	19	50505998	Not differentially expressed
CERKL|ENSG00000188452	ad	control	687.0	1.134	0.2568	+--++++-++--++	0.45778977272727267	CERKL	ENSG00000188452	2	181535041	Not differentially expressed
CSPG4|ENSG00000173546	ad	control	687.0	-2.94	0.003282	----+-----+---	0.03735972789115646	CSPG4	ENSG00000173546	15	75674322	Not differentially expressed
ZNF10|ENSG00000256223	ad	control	687.0	3.272	0.001069	++++++--+++++-	0.02111525291828794	ZNF10	ENSG00000256223	12	133130575	Not differentially expressed
NDUFA2|ENSG00000131495	ad	control	687.0	0.825	0.4093	+++++----+-+-+	0.6065185185185185	NDUFA2	ENSG00000131495	5	140638740	Not differentially expressed
LYSMD2|ENSG00000140280	ad	control	687.0	1.6	0.1095	+++++----++-++	0.27650402414486924	LYSMD2	ENSG00000140280	15	51723011	Not differentially expressed
KLHDC9|ENSG00000162755	ad	control	687.0	2.138	0.03254	++++++----+-++	0.1328595363969093	KLHDC9	ENSG00000162755	1	161098361	Not differentially expressed
ZNF395|ENSG00000186918	ad	control	687.0	-2.2	0.02784	-----+-++-----	0.12203944153577662	ZNF395	ENSG00000186918	8	28345590	Not differentially expressed
B3GNT9|ENSG00000237172	ad	control	687.0	-1.726	0.08437	----+++----+-+	0.2360855072463768	B3GNT9	ENSG00000237172	16	67148104	Not differentially expressed
PIGN|ENSG00000197563	ad	control	687.0	0.052	0.9588	-+++-----+++-+	0.9803800794378246	PIGN	ENSG00000197563	18	61905255	Not differentially expressed
MCF2L2|ENSG00000053524	ad	control	687.0	-0.568	0.5697	----++++++----	0.7358533384793516	MCF2L2	ENSG00000053524	3	183178041	Not differentially expressed
RTN3|ENSG00000133318	ad	control	687.0	2.358	0.01838	+++++----+++++	0.09606205101509631	RTN3	ENSG00000133318	11	63681446	Not differentially expressed
RPS19|ENSG00000105372	ad	control	687.0	-1.828	0.0675	-------++--+--	0.20601518833535842	RPS19	ENSG00000105372	19	41860255	Not differentially expressed
FBXW4|ENSG00000107829	ad	control	687.0	-2.668	0.00762	-----++++-----	0.0578304	FBXW4	ENSG00000107829	10	101610664	Not differentially expressed
CREG1|ENSG00000143162	ad	control	687.0	-0.653	0.5135	++-+-------+++	0.6907627595445411	CREG1	ENSG00000143162	1	167529117	Not differentially expressed
SMKR1|ENSG00000240204	ad	control	687.0	0.42	0.6747	+++++----+--++	0.8101887334050951	SMKR1	ENSG00000240204	7	129502531	Not differentially expressed
LRRC75B|ENSG00000178026	ad	control	687.0	-2.098	0.03589	-+----+------+	0.13963454686289697	LRRC75B	ENSG00000178026	22	24585620	Not differentially expressed
MCUR1|ENSG00000050393	ad	control	687.0	-0.047	0.9627	+++--+-++-+-+-	0.9822670731707317	MCUR1	ENSG00000050393	6	13786557	Not differentially expressed
SETDB1|ENSG00000143379	ad	control	687.0	1.706	0.08809	---++++++-+++-	0.24207494529540483	SETDB1	ENSG00000143379	1	150926263	Not differentially expressed
DISP3|ENSG00000204624	ad	control	687.0	-1.725	0.08444	---+---------+	0.23621554750626916	DISP3	ENSG00000204624	1	11479155	Not differentially expressed
IKBIP|ENSG00000166130	ad	control	687.0	-3.085	0.002035	-----++++-----	0.029928901903367496	IKBIP	ENSG00000166130	12	98613405	Not differentially expressed
BTF3L4|ENSG00000134717	ad	control	687.0	3.312	0.0009269	+++++----+++++	0.019855702127659573	BTF3L4	ENSG00000134717	1	52056199	Not differentially expressed
AIFM3|ENSG00000183773	ad	control	687.0	-2.147	0.03179	-----++++-----	0.13140041169205435	AIFM3	ENSG00000183773	22	20965108	Not differentially expressed
NDUFAF8|ENSG00000224877	ad	control	687.0	-0.891	0.373	-+--+------+-+	0.5739340996168583	NDUFAF8	ENSG00000224877	17	81239305	Not differentially expressed
DENND1B|ENSG00000213047	ad	control	687.0	1.388	0.1653	++++-+-+-++-++	0.35318408171951476	DENND1B	ENSG00000213047	1	197504748	Not differentially expressed
USP25|ENSG00000155313	ad	control	687.0	-0.983	0.3255	+++++-+++-----	0.5296628849270665	USP25	ENSG00000155313	21	15729982	Not differentially expressed
ULK4|ENSG00000168038	ad	control	687.0	0.854	0.3929	++++++----+-++	0.5927447032306536	ULK4	ENSG00000168038	3	41246599	Not differentially expressed
FBXL12|ENSG00000127452	ad	control	687.0	-0.556	0.5782	+++-+------+--	0.7423437340153453	FBXL12	ENSG00000127452	19	9810267	Not differentially expressed
GLIPR2|ENSG00000122694	ad	control	687.0	0.281	0.7788	++-+----+--+-+	0.8770924181247196	GLIPR2	ENSG00000122694	9	36136536	Not differentially expressed
ITPRID2|ENSG00000138434	ad	control	687.0	-2.6	0.009325	-----++++--+--	0.0656082690960056	ITPRID2	ENSG00000138434	2	181891730	Not differentially expressed
BOC|ENSG00000144857	ad	control	687.0	-3.529	0.0004168	--------------	0.012995875776397514	BOC	ENSG00000144857	3	113211003	Not differentially expressed
KCNIP3|ENSG00000115041	ad	control	687.0	0.969	0.3325	+++++++-------	0.5364454443194601	KCNIP3	ENSG00000115041	2	95297327	Not differentially expressed
SSB|ENSG00000138385	ad	control	687.0	1.97	0.04885	+++++----++-++	0.16871482628138973	SSB	ENSG00000138385	2	169791933	Not differentially expressed
HTR1B|ENSG00000135312	ad	control	687.0	-2.138	0.03253	-++-----+++---	0.1328595363969093	HTR1B	ENSG00000135312	6	77460924	Not differentially expressed
MEF2A|ENSG00000068305	ad	control	687.0	0.041	0.9677	+++++-----+-++	0.9843675785207702	MEF2A	ENSG00000068305	15	99565417	Not differentially expressed
WNK2|ENSG00000165238	ad	control	687.0	0.747	0.455	-++-+----+---+	0.6435897435897435	WNK2	ENSG00000165238	9	93184122	Not differentially expressed
NAA15|ENSG00000164134	ad	control	687.0	0.775	0.4381	--+-++-+++-+--	0.6300340827724473	NAA15	ENSG00000164134	4	139301446	Not differentially expressed
ATXN3|ENSG00000066427	ad	control	687.0	1.434	0.1515	-++-++-++++++-	0.3345930488341399	ATXN3	ENSG00000066427	14	92044496	Not differentially expressed
CCDC159|ENSG00000183401	ad	control	687.0	0.094	0.9248	----+++++-++--	0.9619759635308743	CCDC159	ENSG00000183401	19	11344684	Not differentially expressed
CCDC121|ENSG00000176714	ad	control	687.0	-0.532	0.595	-----++++--+--	0.7548395248925953	CCDC121	ENSG00000176714	2	27625638	Not differentially expressed
ZNF181|ENSG00000197841	ad	control	687.0	0.64	0.5222	-----++++-+++-	0.6973780260707635	ZNF181	ENSG00000197841	19	34734155	Not differentially expressed
SEPSECS|ENSG00000109618	ad	control	687.0	-0.136	0.8917	-+-+-++++--+--	0.9435779932546374	SEPSECS	ENSG00000109618	4	25120014	Not differentially expressed
SYNE2|ENSG00000054654	ad	control	687.0	-3.832	0.0001271	-------++-----	0.007128960893854749	SYNE2	ENSG00000054654	14	63761899	Downregulated in AD
PALMD|ENSG00000099260	ad	control	687.0	-1.331	0.1833	---------+-++-	0.37580804574229115	PALMD	ENSG00000099260	1	99646113	Not differentially expressed
PPM1H|ENSG00000111110	ad	control	687.0	3.577	0.000347	+++++-++++++++	0.01180460606060606	PPM1H	ENSG00000111110	12	62643994	Not differentially expressed
AKTIP|ENSG00000166971	ad	control	687.0	1.452	0.1465	++++-++++-+++-	0.32751280338454686	AKTIP	ENSG00000166971	16	53491040	Not differentially expressed
GSTM3|ENSG00000134202	ad	control	687.0	-0.399	0.6902	++++---+--+-++	0.8207518654506691	GSTM3	ENSG00000134202	1	109733932	Not differentially expressed
SRSF5|ENSG00000100650	ad	control	687.0	2.96	0.003075	+++++-+--+++++	0.03620520515826495	SRSF5	ENSG00000100650	14	69726900	Not differentially expressed
PALS1|ENSG00000072415	ad	control	687.0	0.435	0.6637	-----++++++++-	0.8021605874563621	PALS1	ENSG00000072415	14	67240713	Not differentially expressed
DLK2|ENSG00000171462	ad	control	687.0	0.656	0.5119	-++-+-----+--+	0.6894923530990072	DLK2	ENSG00000171462	6	43450352	Not differentially expressed
ASPSCR1|ENSG00000169696	ad	control	687.0	-0.195	0.8454	----+-+++-----	0.9177102702702703	ASPSCR1	ENSG00000169696	17	81976807	Not differentially expressed
NAV3|ENSG00000067798	ad	control	687.0	1.802	0.07152	-++++----++-++	0.21389955317247542	NAV3	ENSG00000067798	12	77324641	Not differentially expressed
CHCHD2|ENSG00000106153	ad	control	687.0	1.673	0.09427	+++++----+-+-+	0.2527282626100881	CHCHD2	ENSG00000106153	7	56101573	Not differentially expressed
SIKE1|ENSG00000052723	ad	control	687.0	2.162	0.0306	+++++----++++-	0.12924863273033235	SIKE1	ENSG00000052723	1	114769479	Not differentially expressed
PGPEP1|ENSG00000130517	ad	control	687.0	-1.298	0.1942	------+++----+	0.39034394394394395	PGPEP1	ENSG00000130517	19	18340598	Not differentially expressed
TPD52L2|ENSG00000101150	ad	control	687.0	-3.035	0.002402	--------------	0.03264016194331984	TPD52L2	ENSG00000101150	20	63865228	Not differentially expressed
ADAM9|ENSG00000282230	ad	control	687.0	-0.556	0.5781	++-+---++-+++-	0.7423437340153453	ADAM9	ENSG00000282230	HSCHR8_9_CTG1	7546	Not differentially expressed
